Sample	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed
p1k_00639	2.6	15116083	2623556	15116083	2076322639	1889404	2054063819	1.072030886814407
p1k_00640	2.6	13800614	2961292	13800614	1839409692	18914579	1807999094	1.7076455634985315
p1k_00641	2.6	13811506	3077659	13811506	1852670102	19476505	1821510359	1.6818829734642093
p1k_00642	2.6	16037339	3026805	16037339	2217371340	21871782	2184722065	1.4724315413944153
p1k_00643	2.6	16693173	3240258	16693173	2268088221	20965923	2234409952	1.4848747367133388
p1k_00644	2.6	15643401	3116242	15643401	2170320720	12987149	2144718922	1.179632013097124
p1k_00645	2.6	14301583	2946875	14301583	1955140580	13904804	1927383539	1.4196954062505316
p1k_00646	2.6	17046567	3742388	17046567	2293346523	10473773	2266566538	1.1677251881223882
p1k_00647	2.6	16095190	3282805	16095190	2215861543	8386018	2189483696	1.1904104335096537
p1k_00648	2.6	16316223	3221706	16316223	2274012597	17624041	2245142912	1.2695481563332782
p1k_00649	2.6	15903310	3149710	15903310	2185533697	14798349	2158556202	1.2343664633050955
p1k_00650	2.6	14434346	2815595	14434346	1987844945	13137064	1962681415	1.2658698588787567
p1k_00651	2.6	16409606	3141889	16409606	2274180108	13131403	2248061626	1.1484790456183165
p1k_00652	2.6	13340115	2739270	13340115	1756902844	19059121	1725109417	1.8096292067929514
p1k_00653	2.6	13747530	2862987	13747530	1833175233	15182830	1805351907	1.5177668506063653
p1k_00654	2.6	13746858	2907069	13746858	1831975033	11071167	1808863305	1.2615743983231458
p1k_00655	2.6	13738376	2734198	13738376	1808984354	11497845	1784966889	1.3276767677339458
p1k_00656	2.6	16014717	3079147	16014717	2228812460	16835198	2200821520	1.2558678893961317
p1k_00657	2.6	16791561	3317103	16791561	2269536993	13654336	2241814156	1.2215195031191985
p1k_00658	2.6	16642917	3490487	16642917	2293013864	11039693	2268755344	1.0579316758984934
p1k_00659	2.6	16610645	3450270	16610645	2289964786	12775248	2263924429	1.1371509797531008
p1k_00660	2.6	13994394	3376074	13994394	1834081244	9001868	1699962484	7.312585548691211
p1k_00661	2.6	12541922	2577375	12541922	1674028488	4163179	1621737373	3.1236693625491037
p1k_00662	2.6	13208309	2644251	13208309	1756894931	3015426	1694893819	3.5290164998489604
p1k_00663	2.6	13529766	2990715	13529766	1780100992	3184020	1691183630	4.99507400982337
p1k_00664	2.6	15382725	2672173	15382725	2161640913	2371349	2123748925	1.7529270366840064
p1k_00665	2.6	15500300	2694530	15500300	2104638054	2396864	2079332809	1.2023561463172139
p1k_00666	2.6	16159925	2730973	16159925	2246613297	2413945	2224509654	0.9838650483158785
p1k_00667	2.6	13761904	2134211	13761904	1937520795	1559917	1921355868	0.834309858336256
p1k_00668	2.6	16595274	2808502	16595274	2287052247	2316562	2266035993	0.9189232133882248
p1k_00669	2.6	15885051	2757763	15885051	2198125836	2194502	2172012231	1.1879940889789897
p1k_00670	2.6	15338618	2619099	15338618	2112325901	1864368	2094384253	0.8493787815367984
p1k_00671	2.6	14462307	2606726	14462307	1992868160	1817608	1967209441	1.2875271688820598
p1k_00672	2.6	12791167	2241425	12791167	1736577428	1659780	1720308861	0.9368178313095061
p1k_00673	2.6	15049583	2825786	15049583	2040808002	2026643	2011617441	1.430343323399023
p1k_00674	2.6	13939774	2398169	13939774	1906020992	1750672	1888902265	0.8981394786233289
p1k_00675	2.6	11377978	1989543	11377978	1573450127	1607843	1554142179	1.2271089924415506
p1k_00676	2.6	16707307	2948459	16707307	2269222517	2189961	2243851038	1.1180692422152623
p1k_00677	2.6	14437752	2647149	14437752	1956173783	1893230	1930359909	1.3196104673487488
p1k_00678	2.6	13484592	2166371	13484592	1867303991	1535120	1852603292	0.7872686542123928
p1k_00679	2.6	13526864	2444550	13526864	1849679731	1636770	1823537435	1.4133417565140634
p1k_00680	2.6	15893314	3040019	15893314	2179441717	2627222	2134975112	2.0402750233306652
p1k_00681	2.6	17643481	3138224	17643481	2421028334	4181381	2387854647	1.3702312581030702
p1k_00682	2.6	15848240	2589408	15848240	2184491428	2557813	2166001038	0.8464391191009976
p1k_00683	2.6	15447274	2674308	15447274	2132198403	2530781	2107500314	1.158339156677438
p1k_00684	2.6	16408852	3374859	16408852	2247908367	3216876	2171136959	3.415237432585258
p1k_00685	2.6	14717941	2729255	14717941	2019709210	3280185	1985585560	1.6895328214104646
p1k_00686	2.6	15983907	2732286	15983907	2186758958	1842653	2160747292	1.1895076915011316
p1k_00687	2.6	16406351	2667158	16406351	2302325900	1811305	2278503437	1.0347128962063972
p1k_00688	2.6	16714660	2943295	16714660	2247110814	2052074	2215815031	1.392712046287184
p1k_00689	2.6	13790168	2577536	13790168	1880703222	1686223	1844961337	1.9004532231295341
p1k_00690	2.6	14547749	2336628	14547749	2018029961	1636264	2001142219	0.8368429768818482
p1k_00691	2.6	14357920	2544496	14357920	1979868908	1878329	1951281591	1.4438994867027832
p1k_00692	2.6	14576411	2454200	14576411	2007162231	1770066	1990349638	0.8376300002229365
p1k_00693	2.6	13481933	2428090	13481933	1848583336	1665406	1825108002	1.2699094243052291
p1k_00694	2.6	15921202	2619616	15921202	2175263594	2161684	2155649816	0.90167362034194
p1k_00695	2.6	17892033	3136648	17892033	2444953293	2436975	2414788917	1.2337403780416512
p1k_00696	2.6	17218582	2916609	17218582	2355914151	2238894	2332513526	0.9932715498171818
p1k_00697	2.6	16750994	2825845	16750994	2317720991	2100549	2294680080	0.9941192701567934
p1k_00698	2.6	15547597	2749365	15547597	2164217607	3110878	2139674242	1.1340525518606042
p1k_00699	2.6	16561950	2821402	16561950	2291026211	2494056	2270745047	0.885243647699149
p1k_00700	2.6	16258939	2904845	16258939	2245064700	2792834	2199233827	2.041405443682759
p1k_00701	2.6	15206492	2613487	15206492	2078493064	2663438	2049299431	1.404557633876232
p1k_00702	2.6	16588806	2713071	16588806	2282957948	2408734	2263111929	0.8693116321913084
p1k_00703	2.6	11159740	1970022	11159740	1534491108	1766624	1514546738	1.299738388578528
p1k_00704	2.6	14150736	2406004	14150736	1942753420	1967589	1923225597	1.0051621991225217
p1k_00705	2.6	15394282	2602641	15394282	2128331729	2022724	2106398912	1.0305168457130116
p1k_00706	2.6	13705563	2383569	13705563	1896296390	2252893	1873427696	1.2059662255645596
p1k_00707	2.6	14161029	2399745	14161029	1982768579	2249634	1957432010	1.2778379316853195
p1k_00708	2.6	15591229	2604250	15591229	2146555941	1786260	2122658856	1.1132756684117557
p1k_00709	2.6	16099726	2818482	16099726	2230257158	1868221	2194735501	1.5927157490598223
p1k_00710	2.6	8972134	870537	8972134	673089798	406908	663291835	1.4556695152880625
p1k_00711	2.6	7761062	2330346	7761062	388053100	953713	384004618	1.04328041703571
p1k_00712	2.6	6945954	2071361	6945954	347297700	795602	343755758	1.019857603433596
p1k_00713	2.6	5356195	1600258	5356195	267809750	620862	265062540	1.0258065660417517
p1k_00714	2.6	7326692	2185265	7326692	366334600	856471	362585139	1.0235071980642834
p1k_00715	2.6	6623440	1989959	6623440	331172000	739902	327799740	1.0182805309627625
p1k_00716	2.6	9621441	2880480	9621441	481072050	1216667	476104645	1.0325698614168086
p1k_00717	2.6	9513287	929922	9513287	714983536	328512	708002821	0.9763462581325788
p1k_00718	2.6	8374952	981839	8374952	625782423	535044	613299128	1.9948299187048275
p1k_00719	2.6	8332501	2489547	8332501	416625050	1036057	412285326	1.0416377987833425
p1k_00720	2.6	9033164	859625	9033164	682613640	2339290	678983256	0.5318358420145253
p1k_00721	2.6	7273425	2174986	7273425	363671250	898858	359899267	1.0371958190261121
p1k_00722	2.6	8814457	1216011	8814457	658992741	1874308	649547812	1.4332371834123132
p1k_00723	2.6	7616723	2264859	7616723	380836150	959767	376880744	1.038610961695732
p1k_00724	2.6	8827769	1281792	8827769	661184897	3468853	640826048	3.079146104572924
p1k_00725	2.6	7797390	2313420	7797390	389869500	958181	385851296	1.0306535904963072
p1k_00726	2.6	8160314	2439903	8160314	408015700	985426	403797726	1.0337773767038867
p1k_00727	2.6	8636396	1489783	8636396	645732544	3353696	614735875	4.800233361012078
p1k_00728	2.6	8443168	2517414	8443168	422158400	1040867	417783904	1.0362214751619299
p1k_00729	2.6	15702319	2872420	15702319	1167749203	9196202	1095888912	6.153743527753022
p1k_00730	2.6	8082069	2440281	8082069	404103450	971486	399907107	1.0384328567350762
p1k_00731	2.6	8671283	1169348	8671283	648718979	2632566	637778020	1.6865483135494945
p1k_00732	2.6	8371310	2513239	8371310	418565500	1024026	414211861	1.040133264686172
p1k_00733	2.6	9214719	1277954	9214719	690446548	2263055	679680302	1.5593163628938878
p1k_00734	2.6	7486061	2245010	7486061	374303050	884884	370441062	1.0317810661708475
p1k_00735	2.6	6648544	2019530	6648544	332427200	801628	328972081	1.0393610992120983
p1k_00736	2.6	8278258	2513522	8278258	413912900	988965	409613211	1.0387907697489012
p1k_00737	2.6	6170362	1842704	6170362	308518100	721726	305355322	1.0251515227145507
p1k_00738	2.6	7056870	2107727	7056870	352843500	834535	349215631	1.0281807656935724
p1k_00739	2.6	5699763	1707670	5699763	284988150	664941	282052748	1.0300084407018326
p1k_00740	2.6	4993389	1490136	4993389	249669450	590388	247093996	1.0315455094726247
p1k_00741	2.6	6413244	1913378	6413244	320662200	795346	317333114	1.038190968564427
p1k_00742	2.6	6609287	1975244	6609287	330464350	826525	327021737	1.0417501918134286
p1k_00743	2.6	7498035	2215252	7498035	374901750	905181	371111766	1.0109272629428911
p1k_00744	2.6	6785258	2078281	6785258	339262900	819470	335746796	1.036395078860671
p1k_00745	2.6	5803902	1787323	5803902	290195100	750471	287106108	1.0644535348804993
p1k_00746	2.6	6502680	2003315	6502680	325134000	811474	321697562	1.056929758192007
p1k_00747	2.6	7587510	2316258	7587510	379375500	936694	375381110	1.0528855975148632
p1k_00748	2.6	7505617	2285764	7505617	375280850	932489	371330422	1.0526590951816486
p1k_00749	2.6	7252488	2177900	7252488	362624400	887748	358871679	1.0348782376475494
p1k_00750	2.6	7529214	2268076	7529214	376460700	921225	372524538	1.0455704938125014
p1k_00751	2.6	6942856	2119846	6942856	347142800	861906	343470610	1.0578326844169028
p1k_00752	2.6	6423780	1964767	6423780	321189000	798755	317786192	1.0594410144805706
p1k_00753	2.6	7795367	2375689	7795367	389768350	944325	385698659	1.0441306996835427
p1k_00754	2.6	6694245	2071287	6694245	334712250	823867	331179394	1.0554904996754675
p1k_00755	2.6	6972065	2099841	6972065	348603250	855928	344965044	1.0436523469015277
p1k_00756	2.6	7250550	2191995	7250550	362527500	899793	358723933	1.0491802690830352
p1k_00757	2.6	7493688	2267600	7493688	374684400	917796	370768548	1.0451067618507737
p1k_00758	2.6	7169318	2149604	7169318	358465900	878402	354731150	1.0418703703755365
p1k_00759	2.6	8255618	2487492	8255618	412780900	990409	408495521	1.0381727933632587
p1k_00760	2.6	8270554	2484157	8270554	413527700	1007323	409229223	1.0394653127227027
p1k_00761	2.6	7956333	2416509	7956333	397816650	959653	393743294	1.0239279829036818
p1k_00762	2.6	6717906	2068260	6717906	335895300	814478	332459771	1.0227975800792688
p1k_00763	2.6	6543526	2024395	6543526	327176300	823828	323706834	1.0604270541600966
p1k_00764	2.6	6570653	2021198	6570653	328532650	818742	325065778	1.0552595000831728
p1k_00765	2.6	6800809	2129686	6800809	340040450	862703	336398889	1.070919944965371
p1k_00766	2.6	5346796	1610616	5346796	267339800	611141	264603654	1.0234712526903964
p1k_00767	2.6	6907397	2058158	6907397	345369850	805878	341853829	1.0180451478320993
p1k_00768	2.6	4646403	1386824	4646403	232320150	556759	229945812	1.0220112202923424
p1k_00769	2.6	7010995	2083822	7010995	350549750	814825	346981583	1.0178774909980681
p1k_00770	2.6	6565338	1949830	6565338	328266900	766506	324921001	1.0192617653500855
p1k_00771	2.6	9929598	2819054	9929598	744719850	1192156	739707133	0.6731010325560679
p1k_00772	2.6	8226314	2337537	8226314	616973550	979477	612823894	0.6725824794271975
p1k_00773	2.6	7420598	2133321	7420598	556544850	906708	552760590	0.6799559819842013
p1k_00774	2.6	7288373	2101420	7288373	546627975	875515	542917049	0.67887597593226
p1k_00775	2.6	9943985	2831362	9943985	745798875	1181876	740782606	0.6726034549193977
p1k_00776	2.6	9764231	2773282	9764231	732317325	1192194	727368431	0.6757854595342258
p1k_00777	2.6	6772471	1944559	6772471	507935325	945711	504359763	0.7039404081612163
p1k_00778	2.6	7641279	2193026	7641279	573095925	908847	569220419	0.6762403693587596
p1k_00779	2.6	9532699	2698593	9532699	714952425	1118581	710201543	0.6645032360020319
p1k_00780	2.6	8474550	2403165	8474550	635591250	987805	631358844	0.6659006082918857
p1k_00781	2.6	10901484	3135439	10901484	817611300	1322205	812076587	0.6769369503577066
p1k_00782	2.6	8913907	2548777	8913907	668543025	1057660	664059241	0.670679946141088
p1k_00783	2.6	10612293	3023218	10612293	795921975	1232822	790595760	0.6691880821609429
p1k_00784	2.6	9123883	2597088	9123883	684291225	1111767	679662435	0.6764356798525365
p1k_00785	2.6	8464378	2430956	8464378	634828350	1027281	630515482	0.6793754563733646
p1k_00786	2.6	9000254	2595918	9000254	675019050	1098407	670416544	0.6818334978842449
p1k_00787	2.6	7724944	2196820	7724944	579370800	904680	575489399	0.6699338316670429
p1k_00788	2.6	8876770	2526350	8876770	665757750	1058284	661278285	0.6728370792529265
p1k_00789	2.6	7182488	2064030	7182488	538686600	862363	535050455	0.6750019399034615
p1k_00790	2.6	9595727	2772759	9595727	719679525	1146668	714813499	0.6761378962393018
p1k_00791	2.6	4379414	1462881	4379414	223350114	223753	221114715	1.0008497242137069
p1k_00792	2.6	4276754	1359369	4276754	218114454	297673	215974978	0.980896020765318
p1k_00793	2.6	4208394	1373280	4208394	214628094	221755	212514750	0.9846539474930062
p1k_00794	2.6	6138877	1990672	6138877	313082727	360184	309930694	1.0067732034287538
p1k_00795	2.6	12880965	4099517	12880965	656929215	1694169	649869171	1.0747039161593688
p1k_00796	2.6	13248207	4257002	13248207	675658557	1957746	668126659	1.1147491468830757
p1k_00797	2.6	6930631	2228416	6930631	353462181	465572	350084022	0.9557342147447452
p1k_00798	2.6	7521560	2376830	7521560	383599560	482494	380028755	0.9308678560528068
p1k_00799	2.6	7300144	2408488	7300144	372307344	532819	368400127	1.0494600933791949
p1k_00800	2.6	7909700	2320864	7909700	403394700	182778	400052324	0.8285621997512611
p1k_00801	2.6	6023354	2122045	6023354	307191054	141616	304327767	0.9320867136970726
p1k_00802	2.6	7431674	2174800	7431674	379015374	174935	375873205	0.8290347082332339
p1k_00803	2.6	10429671	3064577	10429671	531913221	227604	527508944	0.8280066796835643
p1k_00804	2.6	10438346	3063398	10438346	532355646	235690	527940005	0.8294532110588341
p1k_00805	2.6	11803877	3460565	11803877	601997727	342292	596935938	0.8408319123105261
p1k_00806	2.6	16676767	4894364	16676767	850515117	467001	843382142	0.8386652814778834
p1k_00807	2.6	9980935	2938530	9980935	509027685	281077	504750542	0.8402574410073589
p1k_00808	2.6	11783537	3474996	11783537	600960387	331435	595902544	0.8416266877836658
p1k_00809	2.6	11133011	3260639	11133011	567783561	319379	562993562	0.8436311526109859
p1k_00810	2.6	14565786	4273905	14565786	742855086	404700	736593257	0.8429408532043086
p1k_00811	2.6	11275110	3311992	11275110	575030610	300684	570194031	0.8410993981694296
p1k_00812	2.6	12112928	3538338	12112928	617759328	344941	612542483	0.8444785474773114
p1k_00813	2.6	11970659	3525262	11970659	610503609	336903	605294085	0.853315840103412
p1k_00814	2.6	15681701	4611609	15681701	799766751	445902	792972047	0.8495857062705024
p1k_00815	2.6	11674075	3434735	11674075	595377825	334991	590337835	0.8465196029092955
p1k_00816	2.6	11856384	3470054	11856384	604675584	326895	599612048	0.8373971322777933
p1k_00817	2.6	10260631	3001608	10260631	523292181	284835	518905298	0.838323819709433
p1k_00818	2.6	13704291	4020642	13704291	698918841	370190	693048097	0.8399750665757199
p1k_00819	2.6	11400593	3356587	11400593	581430243	324281	576472752	0.8526372784499275
p1k_00820	2.6	9026965	2855580	9026965	460375215	822046	455811970	0.9912012748123289
p1k_00821	2.6	2201949	748605	2201949	88077960	366315	86678193	1.589236399208156
p1k_00822	2.6	3636961	1215461	3636961	145478440	778247	143102240	1.6333691782782385
p1k_00823	2.6	1551253	526485	1551253	62050120	286035	61054096	1.605192705509675
p1k_00824	2.6	2289488	734102	2289488	91579520	517360	90098315	1.6173976452377126
p1k_00825	2.6	2910024	1023533	2910024	116400960	546282	114474357	1.655143565826261
p1k_00826	2.6	13053250	4087670	13053250	522130000	1325032	515269138	1.3140141344109706
p1k_00827	2.6	18999737	6002679	18999737	759989480	1787113	750091769	1.3023484219807886
p1k_00828	2.6	12652730	4055629	12652730	506109200	1479209	499207193	1.3637386951274546
p1k_00829	2.6	9776211	3091562	9776211	391048440	1086454	385843788	1.3309481556811733
p1k_00830	2.6	10645093	3478604	10645093	425803720	1667158	419311373	1.5247276374194196
p1k_00831	2.6	7744299	2356538	7744299	309771960	1231738	305406314	1.4093096095592383
p1k_00832	2.6	8867149	2810284	8867149	354685960	1423127	349515939	1.4576333949051719
p1k_00833	2.6	8329293	2588321	8329293	333171720	1480087	328243722	1.4791165348607618
p1k_00834	2.6	9128499	2912020	9128499	365139960	1439482	359800987	1.462171656041152
p1k_00835	2.6	9580712	3026737	9580712	383228480	1741149	377408142	1.5187644717845605
p1k_00836	2.6	13782002	4229802	13782002	551280080	1681556	544017491	1.317404575909944
p1k_00837	2.6	13163540	4035048	13163540	526541600	1696206	519518369	1.3338416185919593
p1k_00838	2.6	9967828	3176004	9967828	398713120	1476387	392834793	1.4743249482234244
p1k_00839	2.6	4991761	1608139	4991761	199670440	829904	196605395	1.5350519586174096
p1k_00840	2.6	9203702	2671224	9203702	368148080	335810	364281600	1.0502513010525547
p1k_00841	2.6	13632843	4026104	13632843	545313720	470394	539469322	1.0717496709967247
p1k_00842	2.6	5028818	1465131	5028818	201152720	180493	199015557	1.0624579175464295
p1k_00843	2.6	12959324	3821073	12959324	518372960	463059	512794035	1.0762376571494008
p1k_00844	2.6	7160352	2525007	7160352	286414080	258268	282887905	1.2311458291435953
p1k_00845	2.6	8086659	2820279	8086659	323466360	290268	319534383	1.215575245598955
p1k_00846	2.6	7910762	2793108	7910762	316430480	273895	312579425	1.2170303568733327
p1k_00847	2.6	9408571	2686132	9408571	376342840	312889	372445862	1.0354861540610152
p1k_00848	2.6	17430852	5007502	17430852	697234080	625548	689930621	1.0474902488989064
p1k_00849	2.6	14457805	4106570	14457805	578312200	506615	572353112	1.0304275095700903
p1k_00850	2.6	9263657	2684844	9263657	370546280	552685	366373720	1.1260563727694148
p1k_00851	2.6	10014482	2913546	10014482	400579280	600745	396051988	1.13018626425211
p1k_00852	2.6	9364783	2699008	9364783	374591320	571597	370361494	1.129184199996946
p1k_00853	2.6	10195440	2919429	10195440	407817600	626988	403269351	1.115265501047527
p1k_00854	2.6	14904888	4475416	14904888	596195520	571937	589613809	1.103951770721122
p1k_00855	2.6	10433396	3083513	10433396	417335840	349573	412817322	1.082705477679559
p1k_00856	2.6	8299666	2407803	8299666	331986640	498923	328243882	1.1273821139308497
p1k_00857	2.6	120725916	35206265	120725916	4829036640	7553047	4773756722	1.144740082154357
p1k_00858	2.6	8150363	2288125	8150363	326014520	572885	322368197	1.1184541719184777
p1k_00859	2.6	8888618	2566501	8888618	355544720	515869	351581689	1.1146364372954265
p1k_00860	2.6	13357348	4270194	13357348	534293920	1795522	526839244	1.3952387854235737
p1k_00861	2.6	11986679	3728680	11986679	479467160	1281603	473244766	1.2977727191993713
p1k_00862	2.6	9448657	2864057	9448657	377946280	1496229	372651747	1.4008691923095526
p1k_00863	2.6	10969251	3374512	10969251	438770040	1510160	432783125	1.3644767085738123
p1k_00864	2.6	9149930	2744660	9149930	365997200	1630909	360630873	1.4662207798311024
p1k_00865	2.6	10098955	3212906	10098955	403958200	1176988	398499099	1.3514024470848718
p1k_00866	2.6	11980899	3853621	11980899	479235960	1517799	472593703	1.3860097226426833
p1k_00867	2.6	12570677	3999213	12570677	502827080	1417937	496115983	1.3346729456178057
p1k_00868	2.6	7481211	2343068	7481211	299248440	1117913	295013937	1.4150459731719904
p1k_00869	2.6	7949826	2519752	7949826	317993040	1155107	313321895	1.4689456725216377
p1k_00870	2.6	8434117	2511738	8434117	337364680	1735064	332237692	1.5197168832255943
p1k_00871	2.6	4713323	1456712	4713323	188532920	725044	185865520	1.4148192262656305
p1k_00872	2.6	20089315	6436534	20089315	803572600	2498403	792501841	1.3776924449639025
p1k_00873	2.6	10460992	3395804	10460992	418439680	1251706	412460448	1.4289352290872606
p1k_00874	2.6	8960712	2768562	8960712	358428480	2581313	351999950	1.7935321434278884
p1k_00875	2.6	9351328	3218943	9351328	374053120	1410324	368342895	1.5265813048157437
p1k_00876	2.6	7769445	2572160	7769445	310777800	1070242	306291550	1.4435554920589566
p1k_00877	2.6	79260326	25761967	79260326	3170413040	10205978	3126104447	1.3975653153382184
p1k_00878	2.6	12391166	3867826	12391166	495646640	1300229	489210363	1.2985616123615809
p1k_00879	2.6	19647032	6276931	19647032	785881280	2410926	775116740	1.3697412413233714
p1k_00880	2.6	11758848	3803592	11758848	470353920	1599058	463676748	1.4196059001698125
p1k_00881	2.6	10220840	3210393	10220840	408833600	1040723	403514073	1.3011472149060157
p1k_00882	2.6	12764528	1669957	12764528	505242846	1677727	501527022	0.7354530656728983
p1k_00883	2.6	13578580	1768428	13578580	537461642	1890013	533411060	0.7536504344620746
p1k_00884	2.6	12815322	1665465	12815322	507316674	1701821	503585600	0.7354526652124191
p1k_00885	2.6	11911009	5067154	11911009	471517170	1582443	462957090	1.8154333595105347
p1k_00886	2.6	12242707	3921453	12242707	1236513407	2935808	1223981792	1.013463738367699
p1k_00887	2.6	13080438	4176512	13080438	1321124238	3286496	1307325241	1.0444889740945014
p1k_00888	2.6	12685149	4069355	12685149	1281200049	3088759	1268517790	0.9898734401312843
p1k_00889	2.6	16686933	5393761	16686933	1685380233	4002471	1667788977	1.0437559225841473
p1k_00890	2.6	10129225	3197035	10129225	516590475	950279	511464407	0.992288524096384
p1k_00891	2.6	8731989	2791298	8731989	445331439	818532	440877808	1.0000710953623018
p1k_00892	2.6	5008229	1590293	5008229	255419679	447742	252893060	0.989202950176756
p1k_00893	2.6	6523624	2076967	6523624	332704824	608312	329388335	0.996826243793808
p1k_00894	2.6	5130030	1634401	5130030	261631530	611524	258874875	1.0536402091903831
p1k_00895	2.6	5811508	1853767	5811508	296386908	697647	293248894	1.0587559420809505
p1k_00896	2.6	6338251	1993443	6338251	323250801	820238	319814866	1.062931627507398
p1k_00897	2.6	6158458	1970873	6158458	314081358	634388	310876346	1.0204400606291317
p1k_00898	2.6	6035459	1911127	6035459	307808409	693304	304618689	1.0362679857781272
p1k_00899	2.6	6397191	2032918	6397191	326256741	593889	323010825	0.9948962249947809
p1k_00900	2.6	5710631	1819106	5710631	291242181	550395	288338062	0.9971491732511096
p1k_00901	2.6	4791782	1570576	4791782	244380882	479482	241846030	1.037254624525007
p1k_00902	2.6	5484576	1759716	5484576	279713376	511177	276892051	1.0086485817539166
p1k_00903	2.6	5969746	1913050	5969746	304457046	560553	301396026	1.0054029099395518
p1k_00904	2.6	5598721	1780409	5598721	285534771	493433	282718511	0.9863107004925856
p1k_00905	2.6	8252080	2632799	8252080	420856080	742686	416685476	0.9909810498638869
p1k_00906	2.6	9683043	3127000	9683043	493835193	654826	488976669	0.983835107110319
p1k_00907	2.6	11207870	3614519	11207870	571601370	727641	566033144	0.9741449709961332
p1k_00908	2.6	9666204	3107327	9666204	492976404	873609	487939210	1.021792109952589
p1k_00909	2.6	8271311	2681597	8271311	421836861	637262	417626917	0.9980028748601939
p1k_00910	2.6	8598546	2645802	8598546	859854600	4864037	851242792	1.0015423537886523
p1k_00911	2.6	11829810	3658110	11829810	1182981000	6172726	1171641977	0.9585126895529176
p1k_00912	2.6	8757703	2774648	8757703	446642853	772178	442206793	0.9932007128747228
p1k_00913	2.6	9294371	2968205	9294371	474012921	762436	469320374	0.9899618327070878
p1k_00914	2.6	9190890	2970436	9190890	468735390	654831	464134686	0.9815141118318376
p1k_00915	2.6	8825928	2864330	8825928	450122328	621018	445696855	0.9831711791910931
p1k_00916	2.6	8265353	2652767	8265353	421533003	533571	417471488	0.9635105605242491
p1k_00917	2.6	11043058	3588972	11043058	563195958	791157	557644207	0.9857583175339478
p1k_00918	2.6	9853027	3216046	9853027	502504377	741026	497489958	0.997885636327502
p1k_00919	2.6	7823615	2550100	7823615	399004365	567057	395056343	0.9894683733597751
p1k_00920	2.6	10269161	3021643	10269161	1026916100	621972	1022067752	0.4721269829151573
p1k_00921	2.6	6271577	1842910	6271577	627157700	388951	624202465	0.4712108294293445
p1k_00922	2.6	15280471	4531597	15280471	779304021	424223	772683505	0.8495421326717368
p1k_00923	2.6	17083084	5112664	17083084	871237284	458121	863787212	0.8551140012965746
p1k_00924	2.6	15556655	4550963	15556655	793389405	428872	786746547	0.8372758645548083
p1k_00925	2.6	16025511	4719648	16025511	817301061	418178	810410147	0.8431304361172242
p1k_00926	2.6	15153470	4493045	15153470	772826970	384465	766290992	0.8457233318345503
p1k_00927	2.6	14747417	4358973	14747417	752118267	390264	745762841	0.8450035425080296
p1k_00928	2.6	17287727	5115210	17287727	881674077	464165	874212792	0.8462633976251068
p1k_00929	2.6	14184013	4236087	14184013	723384663	366538	717253786	0.8475265392791442
p1k_00930	2.6	1728027	521759	1728027	172802700	175106	171891817	0.5271231294418431
p1k_00931	2.6	1323493	396187	1323493	132349300	115126	131670251	0.5130733596626502
p1k_00932	2.6	5822835	1767926	5822835	582283500	487106	579292856	0.5136061729380963
p1k_00933	2.6	4449739	1318301	4449739	444973900	301465	442805332	0.48734723542212255
p1k_00934	2.6	3628873	596843	3628873	503491530	2823731	499651519	0.762676385042664
p1k_00935	2.6	4438551	721478	4438551	627512228	2391046	623899398	0.5757385814639456
p1k_00936	2.6	4341444	666740	4341444	570460270	6099469	563307822	1.2538030036693004
p1k_00937	2.6	8202214	1168182	8202214	1081101777	11565641	1067682715	1.2412394730528689
p1k_00938	2.6	1785873	262217	1785873	224478381	6473869	217587665	3.069656850385071
p1k_00939	2.6	2816080	425301	2816080	363431254	7072290	355675689	2.1339840519054536
p1k_00940	2.6	3228552	362925	3228552	440859313	5251502	433411940	1.6892856247770816
p1k_00941	2.6	4185012	220981	4185012	602558388	4819132	595998494	1.0886735842767823
p1k_00942	2.6	11504295	2442380	11504295	1600659162	17338154	1568745220	1.9937999767623233
p1k_00943	2.6	3459399	631683	3459399	472473539	3287204	465860967	1.3995645161410828
p1k_00944	2.6	2741991	506409	2741991	372466487	2483847	368191936	1.1476337198626947
p1k_00945	2.6	3107367	488871	3107367	436512369	3549490	432074652	1.0166302985105102
p1k_00946	2.6	4356777	567546	4356777	595868181	4356221	590321531	0.9308518522824095
p1k_00947	2.6	6903214	1243926	6903214	941269884	5768624	932241206	0.9592018350392691
p1k_00948	2.6	5229602	884963	5229602	712731204	5277743	703877678	1.2421970513304479
p1k_00949	2.6	6654061	1164817	6654061	861485745	4323971	852742204	1.014937397484157
p1k_00950	2.6	10756444	2358971	10756444	1512319536	14784773	1486520976	1.7058934561035786
p1k_00951	2.6	3857576	698423	3857576	529570179	2228153	525442959	0.7793527966007315
p1k_00952	2.6	2797697	470180	2797697	374106557	1457270	371621017	0.6643935941491664
p1k_00953	2.6	7479249	1343671	7479249	1025680275	6265994	1015977387	0.945995378530605
p1k_00954	2.6	8297232	1474251	8297232	1124622489	11464052	1108970366	1.3917668509294767
p1k_00955	2.6	7069462	1371124	7069462	939067657	4434515	930665260	0.8947594922865074
p1k_00956	2.6	4307570	820727	4307570	569538702	2900545	564240304	0.9302963927462826
