Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
p1k_00478	14727358	11388633	18206	329075	0	0	0	0	244670	0	0	0	0	1434240	720726	591808	77.32977632512227
p1k_00479	15169370	10097453	1821859	354562	0	0	0	0	131818	0	0	0	0	1601609	703764	458305	66.56474856899133
p1k_00480	13119157	9840361	10404	279178	0	0	0	0	94219	0	0	0	0	1786933	677988	430074	75.00757098950794
p1k_00481	7480186	5368966	815036	80678	0	0	0	0	40346	0	0	0	0	863009	185221	126930	71.77583552066753
p1k_00482	7090734	4689457	1292150	104650	0	0	0	0	44290	0	0	0	0	677960	162528	119699	66.13500097451124
p1k_00483	6685041	5153506	406455	90544	0	0	0	0	24348	0	0	0	0	600820	229827	179541	77.0901180710784
p1k_00484	7339928	5418399	781814	92982	0	0	0	0	49898	0	0	0	0	565534	235020	196281	73.82087399222445
p1k_00485	14573386	8187318	4154764	443178	0	0	0	0	244460	0	0	0	0	646208	479245	418213	56.17992963337415
p1k_00486	14670842	12135851	14521	239711	0	0	0	0	191250	0	0	0	0	889846	609097	590566	82.72088950313827
p1k_00487	14953024	11960252	24805	301061	0	0	0	0	321601	0	0	0	0	1118281	601428	625596	79.9855066105692
p1k_00488	15725919	12565291	99805	271855	0	0	0	0	284827	0	0	0	0	1193316	688655	622170	79.90179143107629
p1k_00489	11324370	7206330	1107558	197887	0	0	0	0	89411	0	0	0	0	2016344	454007	252833	63.63559297338395
p1k_00490	10069438	7136889	89558	159030	0	0	0	0	76824	0	0	0	0	1958900	395568	252669	70.8767361197318
p1k_00491	12001017	6338396	2951959	171099	0	0	0	0	51217	0	0	0	0	1874448	414239	199659	52.815490553842224
p1k_00492	9898564	5610581	1857347	131988	0	0	0	0	62701	0	0	0	0	1687626	365051	183270	56.680756925954114
p1k_00493	11436004	7105817	1538722	175499	0	0	0	0	88669	0	0	0	0	1874580	383776	268941	62.135488934771274
p1k_00494	11495831	7515622	968791	205919	0	0	0	0	80123	0	0	0	0	2041419	404239	279718	65.37693534290823
p1k_00495	8314883	5380889	1728375	105999	0	0	0	0	65778	0	0	0	0	586446	234362	213034	64.71394726780882
p1k_00496	7353093	4761240	1546703	92828	0	0	0	0	66788	0	0	0	0	480754	210670	194110	64.75152701047028
p1k_00497	8401811	5799630	1267639	96895	0	0	0	0	56868	0	0	0	0	791643	220021	169115	69.02833210601858
p1k_00498	8720667	4882070	2587101	107602	0	0	0	0	42110	0	0	0	0	787331	183597	130856	55.982759116934524
p1k_00499	6605665	5038879	6474	112175	0	0	0	0	104349	0	0	0	0	828851	307598	207339	76.28117683836525
p1k_00500	5303592	4051391	1549	101156	0	0	0	0	120229	0	0	0	0	641588	212528	175151	76.38956767413482
p1k_00501	12984493	10369913	9470	196936	0	0	0	0	203806	0	0	0	0	1158598	533031	512739	79.86382679708788
p1k_00502	12675262	9699960	34160	259447	0	0	0	0	221972	0	0	0	0	1366628	613941	479154	76.52670216994332
p1k_00503	12470168	9567025	228908	236360	0	0	0	0	252790	0	0	0	0	1150283	537439	497363	76.71929520115526
p1k_00504	11931101	9247570	16392	255579	0	0	0	0	160791	0	0	0	0	1212393	588729	449647	77.50810256320855
p1k_00505	14788410	11094982	15076	335959	0	0	0	0	108468	0	0	0	0	2019012	811752	403161	75.02484716071572
p1k_00506	15409313	11665245	23589	346860	0	0	0	0	91167	0	0	0	0	2138774	723640	420038	75.70256376776823
p1k_00507	10690330	5860025	2351535	156308	0	0	0	0	57488	0	0	0	0	1711793	369254	183927	54.816128220550716
p1k_00508	10880012	5355101	3228380	164794	0	0	0	0	74038	0	0	0	0	1524070	352600	181029	49.21962402247351
p1k_00509	14421088	11724366	16097	233206	0	0	0	0	254990	0	0	0	0	981965	577170	633294	81.30014878211685
p1k_00510	13703333	11240644	16748	252890	0	0	0	0	183562	0	0	0	0	890093	540813	578583	82.02854006393919
p1k_00511	5672279	3873439	10157	326053	0	0	0	0	111835	0	0	0	0	725234	384202	241359	68.2871734623773
p1k_00512	6250082	4335612	105851	318389	0	0	0	0	122323	0	0	0	0	728132	371335	268440	69.36888188026973
p1k_00513	4663478	3362467	3279	210164	0	0	0	0	122467	0	0	0	0	474846	269516	220739	72.10213064155123
p1k_00514	4625642	3267457	13199	247802	0	0	0	0	83027	0	0	0	0	594076	242731	177350	70.63791361285632
p1k_00515	6942437	4799070	13692	414681	0	0	0	0	127493	0	0	0	0	984022	352369	251110	69.12659056178687
p1k_00516	11229760	7827313	87464	655334	0	0	0	0	174827	0	0	0	0	1456280	623902	404640	69.70151632804263
p1k_00517	8658122	5825965	96061	460285	0	0	0	0	128441	0	0	0	0	1335983	518054	293333	67.28901486950635
p1k_00518	7315571	5569233	16416	233842	0	0	0	0	156378	0	0	0	0	851182	240391	248129	76.12847992316662
p1k_00519	7371565	5642371	17698	237769	0	0	0	0	169763	0	0	0	0	804270	244885	254809	76.54237600835101
p1k_00520	8153576	5965322	149791	272701	0	0	0	0	163291	0	0	0	0	1085689	278895	237887	73.162033443976
p1k_00521	7769443	4928432	1082850	239771	0	0	0	0	133112	0	0	0	0	965678	229757	189843	63.43353056325917
p1k_00522	8380758	5276916	515164	200257	0	0	0	0	135062	0	0	0	0	1574949	431266	247144	62.96466262359562
p1k_00523	9597278	6581151	75979	238150	0	0	0	0	152372	0	0	0	0	1613949	579337	356340	68.57309958094368
p1k_00524	7029363	4956777	22718	194565	0	0	0	0	131213	0	0	0	0	1033588	444717	245785	70.51530842837394
p1k_00525	7203023	4988063	24778	179262	0	0	0	0	144764	0	0	0	0	1110757	473572	281827	69.24957757319392
p1k_00526	11266448	8136910	314325	314485	0	0	0	0	145817	0	0	0	0	1415938	558536	380437	72.22249638927903
p1k_00527	12315842	8974652	305965	338676	0	0	0	0	154446	0	0	0	0	1539904	598693	403506	72.87079519207863
p1k_00528	9062586	6929475	131817	218501	0	0	0	0	58573	0	0	0	0	929054	453720	341446	76.46244681153922
p1k_00529	9679652	7335743	117016	202916	0	0	0	0	130501	0	0	0	0	1052507	486800	354169	75.78519351728761
p1k_00530	8034620	5814917	19990	204606	0	0	0	0	105252	0	0	0	0	1019240	566911	303704	72.3732671862515
p1k_00531	9907303	7171361	37896	277408	0	0	0	0	210900	0	0	0	0	1158466	674812	376460	72.38459346605227
p1k_00532	7582579	5576689	15309	154015	0	0	0	0	89381	0	0	0	0	942335	517223	287627	73.54607185760939
p1k_00533	7581174	5544553	19272	156185	0	0	0	0	93600	0	0	0	0	1026642	446112	294810	73.13580983631294
p1k_00534	7765889	5031147	22556	188163	0	0	0	0	30049	0	0	0	0	1857173	402345	234456	64.78520359999995
p1k_00535	7670862	4942961	31582	151260	0	0	0	0	69851	0	0	0	0	1775430	442399	257379	64.43814267549071
p1k_00536	8622168	5616865	11941	212304	0	0	0	0	63421	0	0	0	0	1984515	476526	256596	65.1444625064137
p1k_00537	7940246	4968929	17595	158699	0	0	0	0	86241	0	0	0	0	2014371	486899	207512	62.579030926749624
p1k_00538	8850739	6029221	176166	261160	0	0	0	0	47841	0	0	0	0	1715312	369513	251526	68.12110265594771
p1k_00539	13821857	5981000	4763190	251104	0	0	0	0	49802	0	0	0	0	2111550	416373	248838	43.27204369137953
p1k_00540	9001761	6716054	9459	169220	0	0	0	0	99741	0	0	0	0	1143952	550197	313138	74.60822387974974
p1k_00541	10993952	8221268	26470	223851	0	0	0	0	103819	0	0	0	0	1397477	629499	391568	74.77991535709816
p1k_00542	10502478	7777318	64314	194335	0	0	0	0	95269	0	0	0	0	1366065	663476	341701	74.05221891443144
p1k_00543	13628964	8734605	1864813	263845	0	0	0	0	101790	0	0	0	0	1576343	702812	384756	64.08854700914904
p1k_00544	14443530	10666469	11495	299538	0	0	0	0	74126	0	0	0	0	2146455	818537	426910	73.84946062354562
p1k_00545	12610489	9208386	99527	259860	0	0	0	0	86522	0	0	0	0	1800038	794314	361842	73.02164095301936
p1k_00546	10350814	7454382	181250	233680	0	0	0	0	187700	0	0	0	0	1246497	649849	397456	72.01735051948572
p1k_00547	7998010	5746059	137035	177664	0	0	0	0	118644	0	0	0	0	1041059	476260	301289	71.84360859763866
p1k_00548	10551023	7710273	12406	231609	0	0	0	0	122372	0	0	0	0	1365139	761534	347690	73.07607044359585
p1k_00549	8561027	6381821	15316	167877	0	0	0	0	77828	0	0	0	0	1099456	538800	279929	74.54503998176854
p1k_00550	13689863	10233055	14944	229765	0	0	0	0	305685	0	0	0	0	1450634	908580	547200	74.74914102500514
p1k_00551	3935757	2834386	5297	92721	0	0	0	0	86512	0	0	0	0	477669	302778	136394	72.01628555828015
p1k_00552	6832142	5076769	14604	167085	0	0	0	0	142420	0	0	0	0	687110	466856	277298	74.30713530251568
p1k_00553	7337149	5410138	34886	217197	0	0	0	0	132241	0	0	0	0	799582	454390	288715	73.73624278313007
p1k_00554	4770304	3641155	56318	123093	0	0	0	0	87699	0	0	0	0	424761	243884	193394	76.32962175995492
p1k_00555	7659933	5909095	7074	207852	0	0	0	0	156894	0	0	0	0	644759	398683	335576	77.14290712464457
p1k_00556	13384782	10579749	26585	286419	0	0	0	0	153772	0	0	0	0	1448098	538683	351476	79.04311777360289
p1k_00557	6452904	4918013	89562	134327	0	0	0	0	73003	0	0	0	0	828022	258781	151196	76.21394956441317
p1k_00558	9022597	7091167	613	375633	0	0	0	0	211273	0	0	0	0	809539	377940	156432	78.59341384747651
p1k_00559	9625960	7298534	225281	497634	0	0	0	0	206168	0	0	0	0	858317	383562	156464	75.8213622329617
p1k_00560	5444963	3947318	5910	129711	0	0	0	0	30657	0	0	0	0	928446	247681	155240	72.4948544186618
p1k_00561	11885774	8513529	11560	265367	0	0	0	0	86281	0	0	0	0	2077975	569110	361952	71.62788893680798
p1k_00562	8939032	6428038	1980	1399562	0	0	0	0	10357	0	0	0	0	688242	391942	18911	71.90977725552386
p1k_00563	10675851	7661248	1641	1622356	0	0	0	0	11092	0	0	0	0	886141	472684	20689	71.76241032213731
p1k_00564	10159574	7308021	3134	1567568	0	0	0	0	11697	0	0	0	0	807611	441013	20530	71.93235661259025
p1k_00565	12515560	8815827	5519	1981549	0	0	0	0	12732	0	0	0	0	1143847	532492	23594	70.4389336154355
p1k_00566	9804903	4702324	3224925	192065	0	0	0	0	49110	0	0	0	0	1082776	343522	210181	47.9589038259736
p1k_00567	4016473	2899583	66912	79116	0	0	0	0	28399	0	0	0	0	623355	193972	125136	72.19226918741892
p1k_00568	8321065	5868285	31442	175175	0	0	0	0	97152	0	0	0	0	1458820	438443	251748	70.52324432028833
p1k_00569	9259471	6633670	28889	157876	0	0	0	0	116328	0	0	0	0	1544171	482890	295647	71.64199769079681
p1k_00570	8642739	6571130	72406	182587	0	0	0	0	245116	0	0	0	0	896549	350729	324222	76.0306426006848
p1k_00571	12497704	9339861	61220	323591	0	0	0	0	201735	0	0	0	0	1731291	468956	371050	74.7326148867024
p1k_00572	6301446	4547052	141748	163288	0	0	0	0	96546	0	0	0	0	958382	234906	159524	72.15886639352301
p1k_00573	4233557	2193688	1425410	89192	0	0	0	0	6189	0	0	0	0	406113	64414	48551	51.81666385972835
p1k_00574	9133617	6624729	4404	167105	0	0	0	0	125886	0	0	0	0	1384976	505191	321326	72.53127649210603
p1k_00575	7304454	5447838	4125	134662	0	0	0	0	98417	0	0	0	0	907654	457535	254223	74.58241231993522
p1k_00576	8272980	6483604	611	457793	0	0	0	0	181143	0	0	0	0	687491	335505	126833	78.37084097870417
p1k_00577	8460768	6551007	571	476449	0	0	0	0	218519	0	0	0	0	709871	356863	147488	77.42804199335096
p1k_00578	10791581	8082663	71896	279316	0	0	0	0	84476	0	0	0	0	1347940	552814	372476	74.89785787643164
p1k_00579	9017591	6780670	24680	243092	0	0	0	0	87003	0	0	0	0	1073698	471744	336704	75.19380730396843
p1k_00580	11230023	7939656	4623	1779193	0	0	0	0	11984	0	0	0	0	942539	529220	22808	70.70026481691089
p1k_00581	12690898	10330011	1904	540681	0	0	0	0	176302	0	0	0	0	901342	512661	227997	81.39700594867281
p1k_00582	12686074	10022246	2107	640808	0	0	0	0	318353	0	0	0	0	925813	540670	236077	79.00195127349879
p1k_00583	9701064	7655172	1894	484553	0	0	0	0	212115	0	0	0	0	758756	416662	171912	78.91064320367333
p1k_00584	6415971	4527941	59529	154881	0	0	0	0	19286	0	0	0	0	1127548	361329	165457	70.57296549501237
p1k_00585	9353028	6514765	84840	213185	0	0	0	0	46659	0	0	0	0	1717229	538795	237555	69.65407352570739
p1k_00586	4850868	3595189	47096	116039	0	0	0	0	14330	0	0	0	0	734822	212942	130450	74.11434407203
p1k_00587	10070158	7406207	140695	279675	0	0	0	0	49230	0	0	0	0	1385725	497814	310812	73.54608537423147
p1k_00588	5531608	4218792	65302	104204	0	0	0	0	27901	0	0	0	0	642398	301580	171431	76.26700952055894
p1k_00589	9159133	7094165	80815	179459	0	0	0	0	35808	0	0	0	0	1028277	456390	284219	77.45454728083979
p1k_00590	6488458	4949942	115279	133200	0	0	0	0	19749	0	0	0	0	741288	333893	195107	76.2884186042354
p1k_00591	6006587	4388339	154097	109050	0	0	0	0	29152	0	0	0	0	770932	349723	205294	73.05877697268016
p1k_00592	11664784	8650071	76117	234927	0	0	0	0	139836	0	0	0	0	1649362	445752	468719	74.15543228232944
p1k_00593	10586338	7099386	170222	304844	0	0	0	0	79696	0	0	0	0	2103372	435920	392898	67.06177339132758
p1k_00594	8654312	6640298	521591	141699	0	0	0	0	47390	0	0	0	0	629927	349175	324232	76.72820208007292
p1k_00595	5669535	4257290	20532	95473	0	0	0	0	90708	0	0	0	0	594137	360498	250897	75.09063794473444
p1k_00596	10404308	7703478	35362	243486	0	0	0	0	160537	0	0	0	0	1191044	661706	408695	74.04123368896806
p1k_00597	9381186	6925830	20771	198710	0	0	0	0	127203	0	0	0	0	1132294	628951	347427	73.82680612024961
p1k_00598	12122456	9052944	13106	208307	0	0	0	0	218752	0	0	0	0	1312760	806552	510035	74.67912442825117
p1k_00599	10237444	7628730	18555	190701	0	0	0	0	149812	0	0	0	0	1191274	659557	398815	74.51791677688297
p1k_00600	9379654	6889373	45689	202998	0	0	0	0	83690	0	0	0	0	1116401	671115	370388	73.45018270396754
p1k_00601	9880146	7421908	10359	251580	0	0	0	0	117515	0	0	0	0	1001264	664504	413016	75.11941625154122
p1k_00602	9114140	6799756	56752	193146	0	0	0	0	102320	0	0	0	0	999763	556255	406148	74.60666612538319
p1k_00603	9927370	7496628	17288	148220	0	0	0	0	61979	0	0	0	0	1270417	583090	349748	75.51474358264072
p1k_00604	9621651	7244151	92150	183815	0	0	0	0	80319	0	0	0	0	1070194	595464	355558	75.29010353836364
p1k_00605	9927666	7394525	86757	175540	0	0	0	0	93751	0	0	0	0	1239322	596521	341250	74.4840227300153
p1k_00606	13823961	10176495	227216	243002	0	0	0	0	78900	0	0	0	0	1627897	1037170	433281	73.61489952120091
p1k_00607	12442409	9089520	302958	265009	0	0	0	0	78003	0	0	0	0	1434137	853374	419408	73.05273440215637
p1k_00608	11062593	8380575	24599	205040	0	0	0	0	60468	0	0	0	0	1234697	804294	352920	75.75597330571594
p1k_00609	12158534	8551501	787249	213592	0	0	0	0	44736	0	0	0	0	1537145	672110	352201	70.3333230799042
p1k_00610	12589409	9551978	17527	236365	0	0	0	0	71948	0	0	0	0	1436939	879018	395634	75.87312478290283
p1k_00611	11831472	8959535	17969	226846	0	0	0	0	71613	0	0	0	0	1361612	793242	400655	75.72629170740547
p1k_00612	10540022	8480157	13026	587360	0	0	0	0	61707	0	0	0	0	804285	469499	123988	80.4567295969591
p1k_00613	13165734	10622160	6579	700739	0	0	0	0	66142	0	0	0	0	1033520	596504	140090	80.68034793958316
p1k_00614	11612381	9228552	13312	623891	0	0	0	0	43536	0	0	0	0	1135898	484086	83106	79.47166046308676
p1k_00615	10914754	8736448	3563	550261	0	0	0	0	44670	0	0	0	0	1042967	458021	78824	80.04255524219785
p1k_00616	14788370	8000301	23143	4389484	0	0	0	0	25215	0	0	0	0	1807359	523934	18934	54.0985991018618
p1k_00617	14608395	7941225	10282	4316048	0	0	0	0	20074	0	0	0	0	1796510	505840	18416	54.36069465536768
p1k_00618	18121748	12112267	33175	2766677	0	0	0	0	32869	0	0	0	0	2453882	699925	22953	66.83829286225588
p1k_00619	16593911	11247462	30185	2566526	0	0	0	0	19642	0	0	0	0	2109966	599729	20401	67.78065761591708
p1k_00620	14574850	7777742	10491	4346149	0	0	0	0	27631	0	0	0	0	1842549	552399	17889	53.36413067715963
p1k_00621	14563768	7787432	24027	4327048	0	0	0	0	24833	0	0	0	0	1834601	547262	18565	53.47127199499471
p1k_00622	13293128	7284300	41343	3638581	0	0	0	0	25987	0	0	0	0	1847721	440134	15062	54.79748634031058
p1k_00623	12918015	6812628	100445	3702127	0	0	0	0	21434	0	0	0	0	1857404	410524	13453	52.73742134530731
p1k_00624	17555139	11147582	92056	3182362	0	0	0	0	27300	0	0	0	0	2372220	712493	21126	63.500391537771364
p1k_00625	13561448	8746066	40348	2241398	0	0	0	0	19645	0	0	0	0	1936891	561927	15173	64.49212502971659
p1k_00626	14694775	10187382	327862	1468282	0	0	0	0	45503	0	0	0	0	2008747	643036	13963	69.32655995073078
p1k_00627	17282552	12042392	216739	1632428	0	0	0	0	57617	0	0	0	0	2565735	749978	17663	69.67947789192245
p1k_00628	15900557	10940840	22229	2078369	0	0	0	0	42781	0	0	0	0	2116787	684982	14569	68.80790402499737
p1k_00629	12195681	8256018	104011	1609831	0	0	0	0	51323	0	0	0	0	1635497	528217	10784	67.69624426877023
p1k_00630	18211378	13031378	17548	872797	0	0	0	0	41262	0	0	0	0	3415654	805413	27326	71.5562435747586
p1k_00631	16231302	11825803	33056	568753	0	0	0	0	45325	0	0	0	0	3004952	727370	26043	72.85800609217917
p1k_00632	14721365	8437373	45308	3615306	0	0	0	0	21894	0	0	0	0	2027378	558140	15966	57.313795290042734
p1k_00633	12620626	7264344	42741	3189790	0	0	0	0	15345	0	0	0	0	1617041	478181	13184	57.55930014881988
p1k_00634	15075602	10018258	18161	1965175	0	0	0	0	48064	0	0	0	0	2405113	604312	16519	66.4534524060797
p1k_00635	13907921	9290778	28582	1735290	0	0	0	0	60396	0	0	0	0	2255145	523747	13983	66.8020619329086
p1k_00636	12586802	7682505	21260	2669620	0	0	0	0	40903	0	0	0	0	1684277	477422	10815	61.03619489684512
p1k_00637	12427215	7619501	86669	2470134	0	0	0	0	39960	0	0	0	0	1720228	481180	9543	61.31302146136524
p1k_00638	16736812	10569057	162004	2527759	0	0	0	0	27853	0	0	0	0	2713639	716000	20500	63.148567361573996
p1k_00639	15062951	9714123	43592	2135728	0	0	0	0	22535	0	0	0	0	2475006	652219	19748	64.49017194572299
p1k_00640	13559310	7214761	13483	4003397	0	0	0	0	41218	0	0	0	0	1786684	487079	12688	53.20890959790727
p1k_00641	13676244	7367699	16884	3939161	0	0	0	0	38832	0	0	0	0	1822107	478883	12678	53.87224006825265
p1k_00642	15938956	9613850	115883	3365132	0	0	0	0	19883	0	0	0	0	2174269	630894	19045	60.31668573525142
p1k_00643	16587721	9837519	85388	3504424	0	0	0	0	22286	0	0	0	0	2469024	652462	16618	59.30603125046533
p1k_00644	15606290	9879663	13361	2881000	0	0	0	0	24888	0	0	0	0	2156499	629221	21658	63.30564791503939
p1k_00645	14243732	8233490	12594	3494878	0	0	0	0	25392	0	0	0	0	1920199	538305	18874	57.80430297340613
p1k_00646	17017171	11027564	74654	852580	0	0	0	0	36117	0	0	0	0	4400898	604464	20894	64.80256912268203
p1k_00647	16053976	11023875	20773	673864	0	0	0	0	33115	0	0	0	0	3687812	593577	20960	68.66756870696705
p1k_00648	16254413	10921799	9116	2437291	0	0	0	0	30704	0	0	0	0	2131032	700467	24004	67.19282326590323
p1k_00649	15857465	10626064	20841	2329975	0	0	0	0	22441	0	0	0	0	2158662	679902	19580	67.0098530881197
p1k_00650	14394204	9050055	40246	2740908	0	0	0	0	18085	0	0	0	0	1945372	582177	17361	62.872910513148206
p1k_00651	16372402	10246717	34785	3255768	0	0	0	0	28075	0	0	0	0	2130029	654276	22752	62.585300556387516
p1k_00652	12789377	7101171	23914	3278032	0	0	0	0	41186	0	0	0	0	1813258	520496	11320	55.523979002261015
p1k_00653	13537471	7527581	17214	3564718	0	0	0	0	55438	0	0	0	0	1839011	520627	12882	55.60551893333696
p1k_00654	13599870	9201588	17997	1604081	0	0	0	0	40621	0	0	0	0	2176378	545341	13864	67.65938203821065
p1k_00655	13115386	8823613	20451	1440611	0	0	0	0	57554	0	0	0	0	2266162	495860	11135	67.27680756021974
p1k_00656	15851476	9656794	18657	3276555	0	0	0	0	20263	0	0	0	0	2209097	649189	20921	60.920472011565366
p1k_00657	16737609	10204573	32293	3491218	0	0	0	0	32876	0	0	0	0	2263113	692617	20919	60.96792558602606
p1k_00658	16612966	10423450	103141	2232242	0	0	0	0	33087	0	0	0	0	3242708	557382	20956	62.74286000464938
p1k_00659	16566926	10388095	62853	2371042	0	0	0	0	33814	0	0	0	0	3137077	552628	21417	62.70381723199584
p1k_00660	13168324	8610996	78063	1770107	0	0	0	0	62009	0	0	0	0	2068499	566611	12039	65.39173853863257
p1k_00661	12335394	7983717	22116	1787427	0	0	0	0	51687	0	0	0	0	1987131	491272	12044	64.72202671434735
p1k_00662	12892989	8705913	95499	1265740	0	0	0	0	51375	0	0	0	0	2263608	499003	11851	67.5243963986939
p1k_00663	13078610	8907441	22615	1183833	0	0	0	0	73239	0	0	0	0	2328093	551584	11805	68.10693949892229
p1k_00664	15219062	11039626	76236	1332264	0	0	0	0	21789	0	0	0	0	2076116	651677	21354	72.53814985443913
p1k_00665	15425743	11036736	46409	1334581	0	0	0	0	46028	0	0	0	0	2259531	683794	18664	71.54751638219307
p1k_00666	16112628	10461615	8092	2757269	0	0	0	0	21005	0	0	0	0	2442070	410320	12257	64.92804898120902
p1k_00667	13710901	9050542	77935	1640292	0	0	0	0	14124	0	0	0	0	2521772	394045	12191	66.00982677943631
p1k_00668	16530032	9645733	11814	4125934	0	0	0	0	28201	0	0	0	0	2046895	649533	21922	58.352778748401704
p1k_00669	15795818	9130481	10625	4056315	0	0	0	0	21220	0	0	0	0	1940927	617235	19015	57.80315397404554
p1k_00670	15281173	9892757	39796	2558848	0	0	0	0	19822	0	0	0	0	2100049	650982	18919	64.73820432502139
p1k_00671	14362997	9210157	90335	2373121	0	0	0	0	23422	0	0	0	0	2042710	605952	17300	64.12420054115447
p1k_00672	12747554	8411456	29665	1868088	0	0	0	0	18225	0	0	0	0	1932148	472690	15282	65.98486266463355
p1k_00673	14975853	9964263	26963	1991869	0	0	0	0	29979	0	0	0	0	2370413	575160	17206	66.53552889441423
p1k_00674	13886031	7122902	28585	4757858	0	0	0	0	18363	0	0	0	0	1508099	436179	14045	51.29544936202433
p1k_00675	11329259	5700252	387224	3697908	0	0	0	0	16014	0	0	0	0	1186923	329193	11745	50.31442921377294
p1k_00676	16627972	11358987	69805	2216235	0	0	0	0	23419	0	0	0	0	2264444	675943	19139	68.31252181564895
p1k_00677	14375603	9868121	26608	1870549	0	0	0	0	20670	0	0	0	0	1991525	583470	14660	68.64491875575584
p1k_00678	13432636	7839133	132560	3168882	0	0	0	0	16902	0	0	0	0	1743620	516143	15396	58.35885823154889
p1k_00679	13460741	7827081	30968	3389500	0	0	0	0	21094	0	0	0	0	1688151	489865	14082	58.14747494212986
p1k_00680	15769041	9753836	29933	3316955	0	0	0	0	26981	0	0	0	0	1984160	636730	20446	61.85433851050295
p1k_00681	17585855	10991628	96286	3472660	0	0	0	0	31268	0	0	0	0	2340817	630831	22365	62.50266478371395
p1k_00682	15796105	9304244	133416	3524389	0	0	0	0	25825	0	0	0	0	2160407	625922	21902	58.90214074925433
p1k_00683	15382962	9084165	9707	3486452	0	0	0	0	33148	0	0	0	0	2116864	630278	22348	59.05341897093681
p1k_00684	16103402	10830623	638388	636658	0	0	0	0	43831	0	0	0	0	3281738	650731	21433	67.25673866925759
p1k_00685	14670835	10193797	406609	578535	0	0	0	0	41028	0	0	0	0	2838725	588170	23971	69.4834138615832
p1k_00686	15921741	10790931	600276	676167	0	0	0	0	34035	0	0	0	0	3176119	623549	20664	67.77481809307162
p1k_00687	16348252	11126267	363065	692101	0	0	0	0	18533	0	0	0	0	3553843	574536	19907	68.05783884417734
p1k_00688	16627429	11317778	296761	662529	0	0	0	0	61868	0	0	0	0	3727268	541569	19656	68.06691521581598
p1k_00689	13701130	9012231	453146	591202	0	0	0	0	44302	0	0	0	0	3132173	451874	16202	65.77728260369766
p1k_00690	14503980	10179642	91726	679746	0	0	0	0	28537	0	0	0	0	2934289	568066	21974	70.18516296906091
p1k_00691	14313289	9867555	68048	694506	0	0	0	0	40079	0	0	0	0	3033187	589459	20455	68.93981530031287
p1k_00692	14530169	9251628	215959	2479561	0	0	0	0	20372	0	0	0	0	1943255	600156	19238	63.67185405758185
p1k_00693	13403823	8602831	130792	2302450	0	0	0	0	26648	0	0	0	0	1773919	550598	16585	64.18192033720528
p1k_00694	15866151	9172003	64915	4062920	0	0	0	0	24587	0	0	0	0	1926873	596933	17920	57.8086203768009
p1k_00695	17817903	10174699	45447	4667316	0	0	0	0	30605	0	0	0	0	2222608	657235	19993	57.10379610889116
p1k_00696	17150046	7906294	10108	6537890	0	0	0	0	22531	0	0	0	0	2140953	516191	16079	46.10071599807954
p1k_00697	16699910	7296183	30332	6871017	0	0	0	0	12840	0	0	0	0	2006117	468581	14840	43.68995401771627
p1k_00698	15495485	8316688	10598	4554018	0	0	0	0	26163	0	0	0	0	2010232	556649	21137	53.67168565553128
p1k_00699	16481999	8688468	52109	4971366	0	0	0	0	28772	0	0	0	0	2133150	587398	20736	52.71489216811626
p1k_00700	16084468	10153794	56918	2924735	0	0	0	0	28237	0	0	0	0	2177755	722271	20758	63.12794430005394
p1k_00701	15144343	9505821	111799	2780885	0	0	0	0	28472	0	0	0	0	2033283	665309	18774	62.768130647859735
p1k_00702	16539126	11033219	27069	2295518	0	0	0	0	32582	0	0	0	0	2409678	716313	24747	66.70980679390193
p1k_00703	11125611	7049327	15678	1700092	0	0	0	0	21267	0	0	0	0	1862584	460288	16375	63.36125719297574
p1k_00704	14078829	9440411	17272	1978481	0	0	0	0	29199	0	0	0	0	2004334	589053	20079	67.05395029657652
p1k_00705	15332947	10325200	36039	2110588	0	0	0	0	21515	0	0	0	0	2214597	603373	21635	67.3399575437129
p1k_00706	13660446	8160212	17535	2928287	0	0	0	0	28055	0	0	0	0	1976301	532253	17803	59.73605839809329
p1k_00707	14107755	8367266	13128	3181038	0	0	0	0	29553	0	0	0	0	1940874	555853	20043	59.30969172628813
p1k_00708	15525457	11201279	293775	451175	0	0	0	0	36221	0	0	0	0	2959121	564385	19501	72.14782147797646
p1k_00709	15980634	11992034	141885	452683	0	0	0	0	37658	0	0	0	0	2674513	660413	21448	75.04104029915209
p1k_00710	8836714	6201985	556432	325755	0	0	0	0	56180	0	0	0	0	1314961	295607	85794	70.1842902237189
p1k_00711	7755905	6272206	29362	65151	0	0	0	0	0	0	0	0	0	1158811	226356	4019	80.8700725447256
p1k_00712	6941752	5653481	1663	26372	0	0	0	0	0	0	0	0	0	1043053	213496	3687	81.44170232529194
p1k_00713	5352874	4419318	2770	20528	0	0	0	0	0	0	0	0	0	742970	164443	2845	82.5597239912615
p1k_00714	7322226	5970785	5069	28915	0	0	0	0	0	0	0	0	0	1080427	232997	4033	81.54330390785535
