Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00653	p1k_00653_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13537471.0	0.0	20-151	50.0	19.02183354546569	131.57830380578469	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00654	p1k_00654_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13599870.0	0.0	20-151	51.0	18.76466018788219	132.00855684649926	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00655	p1k_00655_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13115386.0	0.0	20-151	51.0	18.806510326556445	129.75487103467637	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00656	p1k_00656_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15851476.0	0.0	20-151	50.0	16.996526397070216	137.89779141071784	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00657	p1k_00657_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16737609.0	0.0	20-151	50.0	17.40581594609584	133.83593176301346	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00658	p1k_00658_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16612966.0	0.0	20-151	51.0	17.254845884772845	136.48338225696725	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00659	p1k_00659_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16566926.0	0.0	20-151	51.0	17.260130381193274	136.51025609699713	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00660	p1k_00660_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13168324.0	0.0	20-151	51.0	20.309709439434688	128.70807089801252	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00661	p1k_00661_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12335394.0	0.0	20-151	51.0	19.316927683527584	131.15103206269697	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00662	p1k_00662_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12892989.0	0.0	20-151	51.0	20.656847424559697	130.8348824310639	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00663	p1k_00663_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13078610.0	0.0	20-151	51.0	20.90115108400482	128.7488773654081	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00664	p1k_00664_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15219062.0	0.0	20-151	51.0	18.420068400416387	138.93756316913618	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00665	p1k_00665_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15425743.0	0.0	20-151	51.0	18.982150211157283	134.39205819778016	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00666	p1k_00666_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16112628.0	0.0	20-151	50.0	14.843352752961986	137.4904306733824	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00667	p1k_00667_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13710901.0	0.0	20-151	51.0	14.670076582322944	139.36399934621363	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00668	p1k_00668_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16530032.0	0.0	20-151	49.0	17.253149036751157	136.25399593902782	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00669	p1k_00669_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15795818.0	0.0	20-151	49.0	16.915017262768913	136.3847946336176	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00670	p1k_00670_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15281173.0	0.0	20-151	51.0	17.255417694851026	136.57424446408663	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00671	p1k_00671_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14362997.0	0.0	20-151	51.0	17.976740046562504	136.2755754944459	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00672	p1k_00672_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12747554.0	0.0	20-151	51.0	19.960622995556413	134.1307935624356	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00673	p1k_00673_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14975853.0	0.0	20-151	51.0	19.158064727467185	133.37156721557028	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00674	p1k_00674_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13886031.0	0.0	20-151	50.0	15.681678951697167	135.53430991188196	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00675	p1k_00675_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11329259.0	0.0	20-151	51.0	16.967612796743847	136.6346351513369	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00676	p1k_00676_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16627972.0	0.0	20-151	51.0	18.20580966689831	134.03017108761068	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00677	p1k_00677_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14375603.0	0.0	20-151	51.0	18.96305004515088	133.45525763336676	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00678	p1k_00678_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13432636.0	0.0	20-151	50.0	17.794124667437895	137.12297288484552	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00679	p1k_00679_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13460741.0	0.0	20-151	50.0	18.30359564333802	134.6280646808374	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00680	p1k_00680_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15769041.0	0.0	20-151	50.0	17.638302367780984	134.65109761589179	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00681	p1k_00681_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17585855.0	0.0	20-151	51.0	16.98089812081735	135.15647291530607	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00682	p1k_00682_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15796105.0	0.0	20-151	50.0	15.990955417521743	136.72649105586473	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00683	p1k_00683_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15382962.0	0.0	20-151	49.0	15.673432508855347	136.5551486768283	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00684	p1k_00684_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16103402.0	0.0	20-151	52.0	16.83579585627428	134.169336019805	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00685	p1k_00685_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14670835.0	0.0	20-151	51.0	17.70126700468512	134.80739092219358	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00686	p1k_00686_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15921741.0	0.0	20-151	52.0	17.453430729048172	135.3779861134533	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00687	p1k_00687_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16348252.0	0.0	20-151	52.0	15.799400602068078	139.04240967168846	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00688	p1k_00688_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16627429.0	0.0	20-151	52.0	17.23559060230554	133.05118903229115	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00689	p1k_00689_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13701130.0	0.0	20-151	52.0	17.72364824019283	134.40659383569093	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00690	p1k_00690_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14503980.0	0.0	20-151	51.0	16.96672163091701	137.3578189572793	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00691	p1k_00691_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14313289.0	0.0	20-151	51.0	17.750251425443246	135.75665900409052	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00692	p1k_00692_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14530169.0	0.0	20-151	51.0	16.79244582408859	136.5649631466778	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00693	p1k_00693_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13403823.0	0.0	20-151	51.0	17.788282113140372	135.5584065829577	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00694	p1k_00694_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15866151.0	0.0	20-151	50.0	17.554919027375117	135.13308527064945	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00695	p1k_00695_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17817903.0	0.0	20-151	50.0	16.47054267479137	134.6647660501912	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00696	p1k_00696_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17150046.0	0.0	20-151	50.0	14.465018926042692	135.5017496162984	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00697	p1k_00697_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16699910.0	0.0	20-151	50.0	13.459756151934728	136.9832904488707	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00698	p1k_00698_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15495485.0	0.0	20-151	51.0	15.363590124067944	137.62093764732114	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00699	p1k_00699_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16481999.0	0.0	20-151	51.0	14.782191561054178	137.13468141819448	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00700	p1k_00700_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16084468.0	0.0	20-151	52.0	17.907713512207973	135.79856822121815	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00701	p1k_00701_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15144343.0	0.0	20-151	52.0	18.481636414148177	134.59761681308987	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00702	p1k_00702_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16539126.0	0.0	20-151	51.0	16.88026710335238	136.47924182934455	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00703	p1k_00703_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11125611.0	0.0	20-151	51.0	19.433737108789266	135.75952601614418	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00704	p1k_00704_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14078829.0	0.0	20-151	51.0	19.149922437981964	135.60517852727668	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00705	p1k_00705_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15332947.0	0.0	20-151	51.0	17.658317743253257	136.4894059178578	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00706	p1k_00706_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13660446.0	0.0	20-151	51.0	17.19449105978597	136.73903758339955	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00707	p1k_00707_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14107755.0	0.0	20-151	51.0	15.661314383911302	138.36414532290928	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00708	p1k_00708_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15525457.0	0.0	20-151	52.0	18.596049981062812	136.46429506068645	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00709	p1k_00709_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15980634.0	0.0	20-151	52.0	18.44780251445446	136.96986665234934	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00710	p1k_00710_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8836714.0	0.0	20-76	52.0	25.61680319692664	74.5476193978893	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00711	p1k_00711_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7755905.0	0.0	20-50	52.0	24.669941946533037	49.50858333102327	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00712	p1k_00712_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6941752.0	0.0	20-50	52.0	23.37059150188457	49.51762797057573	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00713	p1k_00713_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5352874.0	0.0	20-50	52.0	26.11065189405214	49.51519520168044	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00714	p1k_00714_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7322226.0	0.0	20-50	52.0	23.087632728599633	49.515919202712396	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00715	p1k_00715_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6619552.0	0.0	20-50	52.0	23.011429633664406	49.51756961800436	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00716	p1k_00716_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9615447.0	0.0	20-50	52.0	22.208454085960582	49.51199855815335	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00717	p1k_00717_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9414616.0	0.0	21-76	52.0	23.6304816146706	74.8177597471846	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00718	p1k_00718_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8201807.0	0.0	20-76	53.0	20.470881233580794	74.34862317535635	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00719	p1k_00719_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8327226.0	0.0	20-50	52.0	25.207366589754066	49.50800530692934	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00720	p1k_00720_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9009414.0	0.0	20-76	53.0	20.60757702727119	75.145793499999	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00721	p1k_00721_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7268674.0	0.0	20-50	52.0	26.805183862140996	49.51105634947997	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00722	p1k_00722_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8709752.0	0.0	20-76	52.0	22.094698705177052	74.41644124884382	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00723	p1k_00723_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7611659.0	0.0	20-50	52.0	25.04455570236216	49.510947087881895	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00724	p1k_00724_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8572388.0	0.0	20-76	52.0	23.662087996087287	74.43733414773106	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00725	p1k_00725_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7792552.0	0.0	20-50	52.0	23.204813907620352	49.51281107909193	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00726	p1k_00726_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8155270.0	0.0	20-50	52.0	22.685674947483932	49.5111222559155	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00727	p1k_00727_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8234092.0	0.0	20-76	52.0	22.944685523267914	74.42488400663972	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00728	p1k_00728_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8437689.0	0.0	20-50	52.0	23.289213448488244	49.511343331094565	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00729	p1k_00729_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14764032.0	0.0	20-76	52.0	22.983985181003234	73.9559930512207	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00730	p1k_00730_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8077185.0	0.0	20-50	52.0	22.80296927042426	49.508243280301244	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00731	p1k_00731_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8548049.0	0.0	20-76	52.0	25.391083139159893	74.33643864231476	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00732	p1k_00732_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8365975.0	0.0	20-50	52.0	23.148666830290892	49.5089159362776	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00733	p1k_00733_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9095190.0	0.0	21-76	52.0	21.429312276504817	74.58921100053985	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00734	p1k_00734_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7481647.0	0.0	20-50	52.0	22.571026263629808	49.51096075503161	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00735	p1k_00735_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6643586.0	0.0	20-50	52.0	21.239127207064453	49.51419670039644	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00736	p1k_00736_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8272126.0	0.0	20-50	52.0	19.226812787065345	49.51423140798387	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00737	p1k_00737_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6166490.0	0.0	20-50	52.0	27.68779666605603	49.51589380668744	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00738	p1k_00738_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7052451.0	0.0	20-50	52.0	24.913184128097253	49.51434898306986	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00739	p1k_00739_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5696223.0	0.0	20-50	52.0	26.74952877467322	49.513171096005195	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00740	p1k_00740_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4990257.0	0.0	20-50	52.0	28.440317669165893	49.512659568435055	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00741	p1k_00741_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6409202.0	0.0	20-50	52.0	25.666201689492972	49.50952864334749	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00742	p1k_00742_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6605059.0	0.0	20-50	52.0	25.298682651282633	49.50818425694608	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00743	p1k_00743_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7493788.0	0.0	20-50	52.0	22.230183595984354	49.52030014726864	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00744	p1k_00744_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6781492.0	0.0	20-50	52.0	19.70860368841042	49.50694625902383	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00745	p1k_00745_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5800284.0	0.0	20-50	51.0	22.242736775097473	49.49599795458291	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00746	p1k_00746_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6498683.0	0.0	20-50	52.0	20.81765098336187	49.49937487333972	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00747	p1k_00747_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7582944.0	0.0	20-50	52.0	18.948877652304866	49.50088303434656	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00748	p1k_00748_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7500912.0	0.0	20-50	52.0	18.95857749094433	49.50204975075031	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00749	p1k_00749_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7248292.0	0.0	20-50	52.0	17.48432407433543	49.50872964279033	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00750	p1k_00750_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7524687.0	0.0	20-50	52.0	18.920974081490886	49.50444955384855	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00751	p1k_00751_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6938692.0	0.0	20-50	52.0	19.759882020536924	49.49828469112046	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00752	p1k_00752_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6419695.0	0.0	20-50	51.0	20.458412543074285	49.49909318121811	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00753	p1k_00753_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7789752.0	0.0	20-50	51.0	19.919488786551902	49.51058095302649	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00754	p1k_00754_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6689378.0	0.0	20-50	51.0	21.034081251676234	49.50519868962406	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00755	p1k_00755_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6966748.0	0.0	20-50	51.0	20.182046819459188	49.51279564008918	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00756	p1k_00756_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7244839.0	0.0	20-50	51.0	19.8979028621872	49.51117423037282	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00757	p1k_00757_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7487971.0	0.0	20-50	51.0	19.10887088980316	49.5120431155516	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00758	p1k_00758_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7163790.0	0.0	20-50	52.0	20.40141084724921	49.5140230241255	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00759	p1k_00759_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8249479.0	0.0	20-50	52.0	18.671009054112115	49.514642318624	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00760	p1k_00760_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8264158.0	0.0	20-50	52.0	18.70857640895796	49.5152961741535	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
