Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00531	p1k_00531_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9907303.0	0.0	20-40	50.0	19.57146710214992	39.508051989527324	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00532	p1k_00532_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7582579.0	0.0	20-40	48.0	20.216100511337963	39.46623648761193	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00533	p1k_00533_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7581174.0	0.0	20-40	49.0	19.659720316148086	39.50423470032478	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00534	p1k_00534_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7765889.0	0.0	20-40	50.0	20.47915198837732	39.59471027721359	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00535	p1k_00535_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7670862.0	0.0	20-40	50.0	20.008217650029884	39.60258377741641	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00536	p1k_00536_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8622168.0	0.0	20-40	50.0	19.916452542703336	39.52611060234503	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00537	p1k_00537_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7940246.0	0.0	20-40	49.0	20.58894929938609	39.489808250273356	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00538	p1k_00538_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8850739.0	0.0	20-40	50.0	18.842843726252582	39.49067202185038	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00539	p1k_00539_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13821857.0	0.0	20-40	52.0	13.352964321809576	39.51582135454013	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00540	p1k_00540_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9001761.0	0.0	20-40	50.0	20.82791138386419	39.57073432631682	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00541	p1k_00541_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10993952.0	0.0	20-40	51.0	20.24384772830619	39.569742254650556	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00542	p1k_00542_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10502478.0	0.0	20-40	48.0	18.108079062108192	39.50305537416979	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00543	p1k_00543_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13628964.0	0.0	20-40	49.0	15.40760514365331	39.497028020618444	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00544	p1k_00544_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14443530.0	0.0	20-40	51.0	17.25123549231172	39.57710919698993	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00545	p1k_00545_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12610489.0	0.0	20-40	50.0	18.177307927963028	39.48852586128896	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00546	p1k_00546_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10350814.0	0.0	20-40	47.0	16.322549283278512	39.52374441275826	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00547	p1k_00547_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7998010.0	0.0	20-40	48.0	18.295433364861797	39.519851313014115	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00548	p1k_00548_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10551023.0	0.0	20-40	47.0	19.529592388714267	39.42636870377403	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00549	p1k_00549_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8561027.0	0.0	20-40	48.0	20.46211324882034	39.49227166320116	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00550	p1k_00550_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13689863.0	0.0	20-40	50.0	16.038366235186547	39.57803288462419	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00551	p1k_00551_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3935757.0	0.0	20-40	49.0	25.846009254664388	39.509871163285744	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00552	p1k_00552_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6832142.0	0.0	20-40	48.0	22.18760196450277	39.470457727605776	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00553	p1k_00553_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7337149.0	0.0	20-40	49.0	22.936896995337147	39.46669217157782	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00554	p1k_00554_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4770304.0	0.0	20-40	51.0	29.873916810924296	39.51291657722443	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00555	p1k_00555_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7659933.0	0.0	20-40	51.0	24.21803130275703	39.513879951691486	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00556	p1k_00556_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13384782.0	0.0	20-40	50.0	16.245534437911203	39.52380031292254	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00557	p1k_00557_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6452904.0	0.0	20-40	49.0	19.57507962628941	39.54399585055039	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00558	p1k_00558_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9022597.0	0.0	20-101	50.0	21.127625978812613	99.613924460995	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00559	p1k_00559_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9625960.0	0.0	20-101	50.0	20.591534893467507	99.56814322935062	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00560	p1k_00560_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5444963.0	0.0	20-40	50.0	22.61121868223419	39.50636175121851	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00561	p1k_00561_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11885774.0	0.0	20-40	49.0	17.195821314405915	39.50606901998978	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00562	p1k_00562_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8939032.0	0.0	20-150	50.0	23.763727628527693	147.41947651602544	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00563	p1k_00563_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10675851.0	0.0	20-150	50.0	21.817368699623803	147.22901134532506	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00564	p1k_00564_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10159574.0	0.0	20-150	51.0	23.839471228562147	147.80981997867232	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00565	p1k_00565_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12515560.0	0.0	20-150	51.0	22.601096416703616	147.75586573832894	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00566	p1k_00566_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9804903.0	0.0	20-40	51.0	15.193730791171275	39.50008460053098	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00567	p1k_00567_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4016473.0	0.0	20-40	49.0	23.915797885689944	39.478406552216335	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00568	p1k_00568_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8321065.0	0.0	20-40	48.0	16.396485263454075	39.52509119926356	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00569	p1k_00569_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9259471.0	0.0	20-40	48.0	15.707469477101679	39.52572182579329	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00570	p1k_00570_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8642739.0	0.0	20-51	51.0	20.081471705620388	50.5662167977073	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00571	p1k_00571_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12497704.0	0.0	20-51	52.0	18.413712467865437	50.56956885840791	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00572	p1k_00572_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6301446.0	0.0	20-51	50.0	21.619167514092695	50.54215254720901	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00573	p1k_00573_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4233557.0	0.0	20-51	53.0	20.747576285772038	50.535817280835005	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00574	p1k_00574_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9133617.0	0.0	20-40	50.0	16.947165650234968	39.59645822679011	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00575	p1k_00575_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7304454.0	0.0	20-40	50.0	20.858531532059835	39.5125565853382	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00576	p1k_00576_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8272980.0	0.0	20-101	50.0	23.32919987318847	99.5631864213379	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00577	p1k_00577_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8460768.0	0.0	20-101	50.0	22.476588597725783	99.55160808096853	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00578	p1k_00578_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10791581.0	0.0	20-40	48.0	15.94355132098233	39.53518590093518	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00579	p1k_00579_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9017591.0	0.0	20-40	48.0	17.18760406313881	39.532512175369234	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00580	p1k_00580_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11230023.0	0.0	20-150	50.0	21.038007336881844	147.2078024239131	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00581	p1k_00581_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12690898.0	0.0	20-101	51.0	18.960611971032755	99.59999079655356	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00582	p1k_00582_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12686074.0	0.0	20-101	52.0	18.93596042067027	99.80470159641195	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00583	p1k_00583_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9701064.0	0.0	20-101	51.0	19.389338192759077	99.80450886624395	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00584	p1k_00584_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6415971.0	0.0	20-40	49.0	22.639795066468864	39.49851581311699	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00585	p1k_00585_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9353028.0	0.0	20-40	48.0	18.32317528720322	39.51477671188411	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00586	p1k_00586_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4850868.0	0.0	20-40	51.0	22.453354243647304	39.57604329781804	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00587	p1k_00587_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10070158.0	0.0	20-40	50.0	18.044245486288858	39.56867320254558	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00588	p1k_00588_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5531608.0	0.0	20-40	51.0	23.990192983213	39.56257023274245	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00589	p1k_00589_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9159133.0	0.0	20-40	50.0	17.89779706802521	39.5686275109227	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00590	p1k_00590_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6488458.0	0.0	20-40	48.0	19.840350968568067	39.517543151238705	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00591	p1k_00591_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6006587.0	0.0	20-40	48.0	21.19684442325055	39.51616716781094	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00592	p1k_00592_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11664784.0	0.0	20-40	51.0	16.735714290880054	39.591282187479855	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00593	p1k_00593_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10586338.0	0.0	20-40	50.0	16.955293638932545	39.59763111663353	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00594	p1k_00594_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8654312.0	0.0	20-40	50.0	18.174312371686675	39.486539657918506	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00595	p1k_00595_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5669535.0	0.0	20-40	48.0	22.637050369030398	39.49097994809098	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00596	p1k_00596_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10404308.0	0.0	20-40	50.0	20.235463676566134	39.57732152873598	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00597	p1k_00597_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9381186.0	0.0	20-40	50.0	21.38602737734706	39.51322060984613	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00598	p1k_00598_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12122456.0	0.0	20-40	50.0	19.961897702755284	39.51666485735234	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00599	p1k_00599_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10237444.0	0.0	20-40	50.0	20.90749413490851	39.516741483518736	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00600	p1k_00600_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9379654.0	0.0	20-40	49.0	19.95002385035329	39.51289706422006	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00601	p1k_00601_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9880146.0	0.0	20-40	50.0	20.591077232119645	39.517583039764794	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00602	p1k_00602_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9114140.0	0.0	20-40	49.0	18.663694146087852	39.52191254468332	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00603	p1k_00603_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9927370.0	0.0	20-40	49.0	18.401154422922858	39.54079610208947	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00604	p1k_00604_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9621651.0	0.0	20-40	50.0	21.40918203919413	39.516514057722524	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00605	p1k_00605_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9927666.0	0.0	20-40	50.0	20.734341138266245	39.511233758267046	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00606	p1k_00606_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13823961.0	0.0	20-40	48.0	17.862460242555933	39.46595516292327	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00607	p1k_00607_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12442409.0	0.0	20-40	49.0	17.726555480904896	39.51307684870349	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00608	p1k_00608_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11062593.0	0.0	20-40	48.0	18.995081370772947	39.44897963795649	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00609	p1k_00609_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12158534.0	0.0	20-40	49.0	17.939453480951357	39.52522031027754	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00610	p1k_00610_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12589409.0	0.0	20-40	50.0	20.101523073284127	39.50696375024435	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00611	p1k_00611_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11831472.0	0.0	20-40	50.0	19.761277089277826	39.572223642163884	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00612	p1k_00612_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10540022.0	0.0	20-101	50.0	21.570387868172798	99.0643010043053	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00613	p1k_00613_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13165734.0	0.0	20-101	50.0	20.47521511098499	99.15042473135186	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00614	p1k_00614_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11612381.0	0.0	20-101	52.0	17.64649172650535	99.7848699590549	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00615	p1k_00615_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10914754.0	0.0	20-101	52.0	18.434025903200723	99.78281177935847	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00616	p1k_00616_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14788370.0	0.0	20-151	49.0	17.08672751816306	137.97985437205048	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00617	p1k_00617_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14608395.0	0.0	20-151	49.0	17.131890916827626	137.88672930872968	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00618	p1k_00618_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18121748.0	0.0	20-151	51.0	16.952703806872034	135.921266094198	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00619	p1k_00619_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16593911.0	0.0	20-151	51.0	16.603787810609898	137.63316550269553	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00620	p1k_00620_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14574850.0	0.0	20-151	49.0	15.601558605337939	136.9130684020762	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00621	p1k_00621_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14563768.0	0.0	20-151	49.0	15.4562347713812	136.90073983600948	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00622	p1k_00622_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13293128.0	0.0	20-151	50.0	15.831055649719925	136.0049235213864	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00623	p1k_00623_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12918015.0	0.0	20-151	50.0	16.121788720630338	134.85059360900263	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00624	p1k_00624_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17555139.0	0.0	20-151	50.0	16.47321536868874	136.53650854031974	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00625	p1k_00625_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13561448.0	0.0	20-151	50.0	18.006515662370763	136.0579508176413	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00626	p1k_00626_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14694775.0	0.0	20-151	51.0	19.009311168194372	132.4604363795975	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00627	p1k_00627_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17282552.0	0.0	20-151	51.0	17.839382876787568	132.57904486559625	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00628	p1k_00628_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15900557.0	0.0	20-151	51.0	18.296628020936204	132.60817812860267	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00629	p1k_00629_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12195681.0	0.0	20-151	51.0	20.70002868719321	131.90083382797565	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00630	p1k_00630_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18211378.0	0.0	20-151	51.0	16.52808210709845	136.85679584488335	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00631	p1k_00631_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16231302.0	0.0	20-151	51.0	17.474200905004906	137.5584712181438	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00632	p1k_00632_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14721365.0	0.0	20-151	50.0	17.570145554154042	135.63230305070215	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00633	p1k_00633_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12620626.0	0.0	20-151	50.0	19.11769083660042	136.17984401090723	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00634	p1k_00634_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15075602.0	0.0	20-151	51.0	17.690938142827374	133.9763963654652	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00635	p1k_00635_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13907921.0	0.0	20-151	51.0	19.02225672250149	131.9653647011656	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00636	p1k_00636_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12586802.0	0.0	20-151	50.0	19.650566219936525	131.99532168695433	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00637	p1k_00637_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12427215.0	0.0	20-151	50.0	19.388565115058746	132.06631944486355	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00638	p1k_00638_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16736812.0	0.0	20-151	50.0	18.328258015606107	135.1240711791469	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00639	p1k_00639_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15062951.0	0.0	20-151	50.0	18.36750582509506	135.60839931033433	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00640	p1k_00640_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13559310.0	0.0	20-151	50.0	16.996969604964193	131.5255363289135	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00641	p1k_00641_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13676244.0	0.0	20-151	50.0	16.67791621310434	132.66470779550292	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00642	p1k_00642_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15938956.0	0.0	20-151	51.0	17.53149073144337	136.88005174241022	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00643	p1k_00643_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16587721.0	0.0	20-151	51.0	17.09681032752163	134.44184008158805	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00644	p1k_00644_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15606290.0	0.0	20-151	50.0	16.235465254568954	137.59726244994806	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00645	p1k_00645_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14243732.0	0.0	20-151	50.0	16.252530265982266	135.33395440183796	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00646	p1k_00646_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17017171.0	0.0	20-151	51.0	17.867845261494285	133.12387846369998	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00647	p1k_00647_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16053976.0	0.0	20-151	51.0	16.122922898568856	136.25690987702984	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00648	p1k_00648_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16254413.0	0.0	20-151	50.0	17.660956082683164	137.98987727209834	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00649	p1k_00649_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15857465.0	0.0	20-151	50.0	17.471024202485637	136.02282186969987	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00650	p1k_00650_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14394204.0	0.0	20-151	52.0	16.64952307398023	136.54047247072504	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00651	p1k_00651_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16372402.0	0.0	20-151	52.0	15.974109573624224	137.45883163631092	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00652	p1k_00652_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12789377.0	0.0	20-151	50.0	19.336752915122453	130.3070337984407	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
