Sample	Assigned	Unassigned: r RNA	Unassigned: Unmapped	Unassigned: Fragment Length	Unassigned: No Features	Unassigned: Overlapping Length	Unassigned: Ambiguity
p1k_00638	10569057.0	162004.0	2527759.0	27853.0	2713639.0	716000.0	20500.0
p1k_00639	9714123.0	43592.0	2135728.0	22535.0	2475006.0	652219.0	19748.0
p1k_00640	7214761.0	13483.0	4003397.0	41218.0	1786684.0	487079.0	12688.0
p1k_00641	7367699.0	16884.0	3939161.0	38832.0	1822107.0	478883.0	12678.0
p1k_00642	9613850.0	115883.0	3365132.0	19883.0	2174269.0	630894.0	19045.0
p1k_00643	9837519.0	85388.0	3504424.0	22286.0	2469024.0	652462.0	16618.0
p1k_00644	9879663.0	13361.0	2881000.0	24888.0	2156499.0	629221.0	21658.0
p1k_00645	8233490.0	12594.0	3494878.0	25392.0	1920199.0	538305.0	18874.0
p1k_00646	11027564.0	74654.0	852580.0	36117.0	4400898.0	604464.0	20894.0
p1k_00647	11023875.0	20773.0	673864.0	33115.0	3687812.0	593577.0	20960.0
p1k_00648	10921799.0	9116.0	2437291.0	30704.0	2131032.0	700467.0	24004.0
p1k_00649	10626064.0	20841.0	2329975.0	22441.0	2158662.0	679902.0	19580.0
p1k_00650	9050055.0	40246.0	2740908.0	18085.0	1945372.0	582177.0	17361.0
p1k_00651	10246717.0	34785.0	3255768.0	28075.0	2130029.0	654276.0	22752.0
p1k_00652	7101171.0	23914.0	3278032.0	41186.0	1813258.0	520496.0	11320.0
p1k_00653	7527581.0	17214.0	3564718.0	55438.0	1839011.0	520627.0	12882.0
p1k_00654	9201588.0	17997.0	1604081.0	40621.0	2176378.0	545341.0	13864.0
p1k_00655	8823613.0	20451.0	1440611.0	57554.0	2266162.0	495860.0	11135.0
p1k_00656	9656794.0	18657.0	3276555.0	20263.0	2209097.0	649189.0	20921.0
p1k_00657	10204573.0	32293.0	3491218.0	32876.0	2263113.0	692617.0	20919.0
p1k_00658	10423450.0	103141.0	2232242.0	33087.0	3242708.0	557382.0	20956.0
p1k_00659	10388095.0	62853.0	2371042.0	33814.0	3137077.0	552628.0	21417.0
p1k_00660	8610996.0	78063.0	1770107.0	62009.0	2068499.0	566611.0	12039.0
p1k_00661	7983717.0	22116.0	1787427.0	51687.0	1987131.0	491272.0	12044.0
p1k_00662	8705913.0	95499.0	1265740.0	51375.0	2263608.0	499003.0	11851.0
p1k_00663	8907441.0	22615.0	1183833.0	73239.0	2328093.0	551584.0	11805.0
p1k_00664	11039626.0	76236.0	1332264.0	21789.0	2076116.0	651677.0	21354.0
p1k_00665	11036736.0	46409.0	1334581.0	46028.0	2259531.0	683794.0	18664.0
p1k_00666	10461615.0	8092.0	2757269.0	21005.0	2442070.0	410320.0	12257.0
p1k_00667	9050542.0	77935.0	1640292.0	14124.0	2521772.0	394045.0	12191.0
p1k_00668	9645733.0	11814.0	4125934.0	28201.0	2046895.0	649533.0	21922.0
p1k_00669	9130481.0	10625.0	4056315.0	21220.0	1940927.0	617235.0	19015.0
p1k_00670	9892757.0	39796.0	2558848.0	19822.0	2100049.0	650982.0	18919.0
p1k_00671	9210157.0	90335.0	2373121.0	23422.0	2042710.0	605952.0	17300.0
p1k_00672	8411456.0	29665.0	1868088.0	18225.0	1932148.0	472690.0	15282.0
p1k_00673	9964263.0	26963.0	1991869.0	29979.0	2370413.0	575160.0	17206.0
p1k_00674	7122902.0	28585.0	4757858.0	18363.0	1508099.0	436179.0	14045.0
p1k_00675	5700252.0	387224.0	3697908.0	16014.0	1186923.0	329193.0	11745.0
p1k_00676	11358987.0	69805.0	2216235.0	23419.0	2264444.0	675943.0	19139.0
p1k_00677	9868121.0	26608.0	1870549.0	20670.0	1991525.0	583470.0	14660.0
p1k_00678	7839133.0	132560.0	3168882.0	16902.0	1743620.0	516143.0	15396.0
p1k_00679	7827081.0	30968.0	3389500.0	21094.0	1688151.0	489865.0	14082.0
p1k_00680	9753836.0	29933.0	3316955.0	26981.0	1984160.0	636730.0	20446.0
p1k_00681	10991628.0	96286.0	3472660.0	31268.0	2340817.0	630831.0	22365.0
p1k_00682	9304244.0	133416.0	3524389.0	25825.0	2160407.0	625922.0	21902.0
p1k_00683	9084165.0	9707.0	3486452.0	33148.0	2116864.0	630278.0	22348.0
p1k_00684	10830623.0	638388.0	636658.0	43831.0	3281738.0	650731.0	21433.0
p1k_00685	10193797.0	406609.0	578535.0	41028.0	2838725.0	588170.0	23971.0
p1k_00686	10790931.0	600276.0	676167.0	34035.0	3176119.0	623549.0	20664.0
p1k_00687	11126267.0	363065.0	692101.0	18533.0	3553843.0	574536.0	19907.0
p1k_00688	11317778.0	296761.0	662529.0	61868.0	3727268.0	541569.0	19656.0
p1k_00689	9012231.0	453146.0	591202.0	44302.0	3132173.0	451874.0	16202.0
p1k_00690	10179642.0	91726.0	679746.0	28537.0	2934289.0	568066.0	21974.0
p1k_00691	9867555.0	68048.0	694506.0	40079.0	3033187.0	589459.0	20455.0
p1k_00692	9251628.0	215959.0	2479561.0	20372.0	1943255.0	600156.0	19238.0
p1k_00693	8602831.0	130792.0	2302450.0	26648.0	1773919.0	550598.0	16585.0
p1k_00694	9172003.0	64915.0	4062920.0	24587.0	1926873.0	596933.0	17920.0
p1k_00695	10174699.0	45447.0	4667316.0	30605.0	2222608.0	657235.0	19993.0
p1k_00696	7906294.0	10108.0	6537890.0	22531.0	2140953.0	516191.0	16079.0
p1k_00697	7296183.0	30332.0	6871017.0	12840.0	2006117.0	468581.0	14840.0
p1k_00698	8316688.0	10598.0	4554018.0	26163.0	2010232.0	556649.0	21137.0
p1k_00699	8688468.0	52109.0	4971366.0	28772.0	2133150.0	587398.0	20736.0
p1k_00700	10153794.0	56918.0	2924735.0	28237.0	2177755.0	722271.0	20758.0
p1k_00701	9505821.0	111799.0	2780885.0	28472.0	2033283.0	665309.0	18774.0
p1k_00702	11033219.0	27069.0	2295518.0	32582.0	2409678.0	716313.0	24747.0
p1k_00703	7049327.0	15678.0	1700092.0	21267.0	1862584.0	460288.0	16375.0
p1k_00704	9440411.0	17272.0	1978481.0	29199.0	2004334.0	589053.0	20079.0
p1k_00705	10325200.0	36039.0	2110588.0	21515.0	2214597.0	603373.0	21635.0
p1k_00706	8160212.0	17535.0	2928287.0	28055.0	1976301.0	532253.0	17803.0
p1k_00707	8367266.0	13128.0	3181038.0	29553.0	1940874.0	555853.0	20043.0
p1k_00708	11201279.0	293775.0	451175.0	36221.0	2959121.0	564385.0	19501.0
p1k_00709	11992034.0	141885.0	452683.0	37658.0	2674513.0	660413.0	21448.0
p1k_00710	6201985.0	556432.0	325755.0	56180.0	1314961.0	295607.0	85794.0
p1k_00711	6272206.0	29362.0	65151.0	0.0	1158811.0	226356.0	4019.0
p1k_00712	5653481.0	1663.0	26372.0	0.0	1043053.0	213496.0	3687.0
p1k_00713	4419318.0	2770.0	20528.0	0.0	742970.0	164443.0	2845.0
p1k_00714	5970785.0	5069.0	28915.0	0.0	1080427.0	232997.0	4033.0
p1k_00715	5431309.0	3509.0	26235.0	0.0	936061.0	218638.0	3800.0
p1k_00716	6810805.0	1818.0	89935.0	0.0	2482234.0	225893.0	4762.0
p1k_00717	6064639.0	534887.0	462926.0	54806.0	1961824.0	229586.0	105948.0
p1k_00718	3567062.0	3520600.0	435361.0	74426.0	388198.0	167396.0	48764.0
p1k_00719	6931601.0	2646.0	74575.0	0.0	1062946.0	250681.0	4777.0
p1k_00720	31284.0	3668370.0	859929.0	27719.0	4405020.0	16760.0	332.0
p1k_00721	5931328.0	2381.0	69934.0	0.0	1049699.0	209823.0	5509.0
p1k_00722	6341482.0	404979.0	239851.0	84685.0	1253173.0	313422.0	72160.0
p1k_00723	6083767.0	3116.0	61167.0	0.0	1237034.0	222532.0	4043.0
p1k_00724	5383843.0	733571.0	406492.0	81891.0	1621636.0	256840.0	88115.0
p1k_00725	6284458.0	1571.0	62624.0	0.0	1202568.0	237171.0	4160.0
p1k_00726	6786989.0	3577.0	70859.0	0.0	1024345.0	265041.0	4459.0
p1k_00727	6751122.0	43307.0	198061.0	97843.0	726643.0	292684.0	124432.0
p1k_00728	6935186.0	2090.0	63828.0	0.0	1167270.0	264760.0	4555.0
p1k_00729	10192870.0	729351.0	590788.0	187235.0	2439535.0	533621.0	90632.0
p1k_00730	6717307.0	11081.0	65451.0	0.0	1016916.0	261923.0	4507.0
p1k_00731	5202731.0	2007886.0	284458.0	68451.0	669223.0	260623.0	54677.0
p1k_00732	7029878.0	3899.0	65674.0	0.0	997451.0	264428.0	4645.0
p1k_00733	6563107.0	385857.0	306465.0	80030.0	1337145.0	317810.0	104776.0
p1k_00734	6291240.0	1670.0	60202.0	0.0	880600.0	243905.0	4030.0
p1k_00735	5267537.0	4618.0	32959.0	0.0	1179871.0	154974.0	3627.0
p1k_00736	6625319.0	2289.0	41445.0	0.0	1394425.0	204249.0	4399.0
p1k_00737	4851025.0	2151.0	34581.0	0.0	1106479.0	168971.0	3283.0
p1k_00738	5797860.0	2376.0	39708.0	0.0	1019784.0	189011.0	3712.0
p1k_00739	4764076.0	4187.0	33388.0	0.0	725298.0	166215.0	3059.0
p1k_00740	4195131.0	1092.0	27995.0	0.0	623267.0	140014.0	2758.0
p1k_00741	5214025.0	1963.0	35845.0	0.0	969604.0	184274.0	3491.0
p1k_00742	5359557.0	3516.0	36723.0	0.0	1010801.0	190906.0	3556.0
p1k_00743	5553594.0	3756.0	65952.0	0.0	1665388.0	201262.0	3836.0
p1k_00744	5325380.0	2752.0	31377.0	0.0	1225617.0	192928.0	3438.0
p1k_00745	4438108.0	4563.0	24392.0	0.0	1164070.0	166220.0	2931.0
p1k_00746	4973146.0	7585.0	27692.0	0.0	1299504.0	187371.0	3385.0
p1k_00747	6159677.0	5390.0	32168.0	0.0	1126262.0	255393.0	4054.0
p1k_00748	6099528.0	3976.0	31332.0	0.0	1111811.0	250206.0	4059.0
p1k_00749	5328159.0	604443.0	26205.0	0.0	1063474.0	222387.0	3624.0
p1k_00750	6244805.0	8750.0	31637.0	0.0	984792.0	250553.0	4150.0
p1k_00751	5772427.0	12469.0	33070.0	0.0	883301.0	233688.0	3737.0
p1k_00752	5168603.0	5164.0	30188.0	0.0	1005444.0	206871.0	3425.0
p1k_00753	6335268.0	3519.0	36334.0	0.0	1217140.0	193524.0	3967.0
p1k_00754	5143589.0	4762.0	32470.0	0.0	1350521.0	154715.0	3321.0
p1k_00755	5712495.0	4497.0	31260.0	0.0	1013446.0	201721.0	3329.0
p1k_00756	5940789.0	6374.0	31063.0	0.0	1051859.0	211178.0	3576.0
p1k_00757	6131476.0	7857.0	31666.0	0.0	1095097.0	218156.0	3719.0
p1k_00758	5744800.0	6210.0	32954.0	0.0	1170084.0	206354.0	3388.0
p1k_00759	6709802.0	13829.0	36002.0	0.0	1253357.0	232552.0	3937.0
p1k_00760	6657238.0	104100.0	35694.0	0.0	1243002.0	220261.0	3863.0
p1k_00761	5392808.0	4126.0	41615.0	0.0	2317136.0	191912.0	3943.0
p1k_00762	4006189.0	12871.0	31558.0	0.0	2500104.0	159627.0	3664.0
p1k_00763	5160175.0	3189.0	26148.0	0.0	1150321.0	196191.0	3402.0
p1k_00764	5264660.0	15964.0	27427.0	0.0	1057441.0	197459.0	3601.0
p1k_00765	5389856.0	2201.0	27949.0	0.0	1173158.0	199918.0	3326.0
p1k_00766	4182776.0	1181.0	29078.0	0.0	979497.0	148638.0	2434.0
p1k_00767	4955171.0	228228.0	38190.0	0.0	1493598.0	184447.0	3403.0
p1k_00768	3378602.0	3361.0	26246.0	0.0	1108811.0	124201.0	2410.0
p1k_00769	5500367.0	3091.0	40826.0	0.0	1266928.0	191634.0	3772.0
p1k_00770	5200413.0	3750.0	37424.0	0.0	1137327.0	178935.0	3512.0
p1k_00771	8559056.0	810.0	79121.0	0.0	906800.0	380017.0	3729.0
p1k_00772	7137683.0	654.0	63742.0	0.0	713396.0	307743.0	3032.0
p1k_00773	6287260.0	929.0	59025.0	0.0	823903.0	246353.0	3075.0
p1k_00774	6295516.0	2282.0	59515.0	0.0	676598.0	248067.0	6351.0
p1k_00775	8545843.0	1017.0	78992.0	0.0	950181.0	363902.0	3989.0
p1k_00776	8462948.0	661.0	78147.0	0.0	860856.0	357759.0	3807.0
p1k_00777	5745183.0	619.0	59066.0	0.0	728832.0	235814.0	2913.0
p1k_00778	6529971.0	821.0	57325.0	0.0	804656.0	245511.0	2941.0
p1k_00779	7785967.0	2109.0	79123.0	0.0	1315495.0	345967.0	3972.0
p1k_00780	7113613.0	1313.0	68743.0	0.0	977794.0	309426.0	3605.0
p1k_00781	8800663.0	2224.0	91943.0	0.0	1633166.0	367524.0	5836.0
p1k_00782	7379053.0	1401.0	70684.0	0.0	1167633.0	290571.0	4489.0
p1k_00783	9190128.0	1095.0	83871.0	0.0	942052.0	391171.0	3925.0
p1k_00784	7894281.0	740.0	72093.0	0.0	811803.0	341448.0	3462.0
p1k_00785	7182928.0	1122.0	68784.0	0.0	930512.0	277320.0	3641.0
p1k_00786	7515693.0	1266.0	76130.0	0.0	1092538.0	310155.0	4374.0
p1k_00787	6683371.0	657.0	60514.0	0.0	698661.0	278818.0	2882.0
p1k_00788	7632066.0	723.0	70675.0	0.0	847562.0	322298.0	3400.0
p1k_00789	5936946.0	1085.0	58737.0	0.0	943367.0	239178.0	3119.0
p1k_00790	7741911.0	1148.0	79085.0	0.0	1444224.0	325134.0	4109.0
p1k_00791	1866544.0	533295.0	104004.0	13583.0	1680632.0	121235.0	58604.0
p1k_00792	2293871.0	547641.0	230616.0	31046.0	941536.0	141035.0	88360.0
p1k_00793	1593431.0	416287.0	97804.0	12376.0	1916178.0	130858.0	39816.0
p1k_00794	2135300.0	1522795.0	234165.0	23901.0	2027514.0	130170.0	62328.0
p1k_00795	9950826.0	32404.0	312792.0	521199.0	1009793.0	495675.0	536747.0
p1k_00796	9635785.0	113542.0	542140.0	440898.0	1528937.0	507161.0	452248.0
p1k_00797	4336271.0	1171025.0	157513.0	189610.0	673913.0	183090.0	215535.0
p1k_00798	5729652.0	61599.0	169211.0	186951.0	878446.0	223904.0	267173.0
p1k_00799	5425921.0	155162.0	183005.0	198969.0	831759.0	255620.0	244874.0
p1k_00800	6012497.0	31603.0	197162.0	150218.0	1002796.0	252351.0	258971.0
p1k_00801	4526599.0	28113.0	152772.0	146126.0	746919.0	222902.0	196765.0
p1k_00802	5640733.0	14119.0	180854.0	213848.0	853852.0	252276.0	271311.0
p1k_00803	7002264.0	145079.0	402891.0	685151.0	1390264.0	414275.0	371155.0
p1k_00804	6955232.0	171274.0	385609.0	764807.0	1342493.0	423075.0	377199.0
p1k_00805	8305935.0	104551.0	525096.0	700541.0	1225814.0	465553.0	452996.0
p1k_00806	11483132.0	364657.0	768189.0	921703.0	1813671.0	662875.0	631738.0
p1k_00807	7254886.0	62414.0	408974.0	471406.0	995718.0	394737.0	373437.0
p1k_00808	8301605.0	97687.0	605169.0	658224.0	1169083.0	471145.0	457759.0
p1k_00809	8309281.0	143025.0	323129.0	537128.0	870546.0	442719.0	501863.0
p1k_00810	10401237.0	130807.0	468125.0	1191182.0	1052250.0	619719.0	695892.0
p1k_00811	8309887.0	64356.0	432720.0	593390.0	878924.0	453186.0	536562.0
p1k_00812	8654612.0	347133.0	537136.0	578790.0	975326.0	467592.0	546115.0
p1k_00813	8755084.0	439285.0	388229.0	483787.0	962090.0	440610.0	493964.0
p1k_00814	11894991.0	118969.0	480791.0	637189.0	1242305.0	601460.0	693219.0
p1k_00815	8550051.0	80327.0	471121.0	704711.0	878306.0	472118.0	511631.0
p1k_00816	8320184.0	551864.0	392912.0	591535.0	1079816.0	462078.0	451858.0
p1k_00817	7427884.0	280523.0	331323.0	590782.0	775326.0	398331.0	451383.0
p1k_00818	10031411.0	214758.0	432415.0	670257.0	1231054.0	545041.0	572076.0
p1k_00819	8417246.0	104403.0	399578.0	787715.0	663698.0	459947.0	561797.0
p1k_00820	6344279.0	41244.0	246181.0	1025016.0	489257.0	386677.0	489378.0
p1k_00821	1111801.0	205122.0	186363.0	22415.0	531486.0	135649.0	586.0
p1k_00822	1836120.0	298815.0	679448.0	9075.0	340935.0	453858.0	1560.0
p1k_00823	944033.0	168679.0	117166.0	12966.0	114151.0	186946.0	799.0
p1k_00824	1348847.0	56932.0	262803.0	6331.0	244717.0	356616.0	1505.0
p1k_00825	1052668.0	160744.0	1214712.0	22273.0	171947.0	274096.0	1675.0
p1k_00826	8801536.0	1014455.0	545062.0	63911.0	1913995.0	688003.0	10450.0
p1k_00827	12962764.0	1154007.0	781052.0	155642.0	2831911.0	1073184.0	17416.0
p1k_00828	8617049.0	1025693.0	204286.0	85077.0	1756875.0	591872.0	348633.0
p1k_00829	7290565.0	312456.0	218508.0	70967.0	1020534.0	492247.0	355719.0
p1k_00830	5929307.0	1596608.0	355354.0	866195.0	862167.0	540434.0	465672.0
p1k_00831	4462052.0	1043196.0	243915.0	507948.0	773784.0	360317.0	331822.0
p1k_00832	6312701.0	370385.0	315101.0	85091.0	965618.0	534662.0	265291.0
p1k_00833	6077342.0	183864.0	175392.0	79334.0	1062192.0	480976.0	250445.0
p1k_00834	6145863.0	795008.0	347918.0	64825.0	993969.0	487087.0	273437.0
p1k_00835	7058909.0	43145.0	395451.0	60634.0	1090232.0	617957.0	290628.0
p1k_00836	10445938.0	19071.0	799456.0	71472.0	1376933.0	666036.0	376772.0
p1k_00837	9650146.0	19563.0	830156.0	57098.0	1630944.0	629366.0	319340.0
p1k_00838	6439263.0	144917.0	344515.0	516048.0	1469773.0	607451.0	419496.0
p1k_00839	3186962.0	51614.0	177909.0	301826.0	739397.0	301080.0	218449.0
p1k_00840	4703965.0	3019080.0	378168.0	45136.0	447386.0	284741.0	305855.0
p1k_00841	8309171.0	2908228.0	766491.0	30872.0	678869.0	459237.0	438979.0
p1k_00842	3521544.0	729444.0	79204.0	30638.0	328068.0	169497.0	163201.0
p1k_00843	8924736.0	1608691.0	608902.0	73566.0	746544.0	541948.0	431049.0
p1k_00844	4433064.0	647195.0	206300.0	436136.0	732466.0	373624.0	308788.0
p1k_00845	5246453.0	225928.0	341704.0	527470.0	867883.0	462237.0	392587.0
p1k_00846	4826768.0	431635.0	233646.0	456345.0	1214470.0	425549.0	302115.0
p1k_00847	5871337.0	635351.0	390903.0	291905.0	1406667.0	405348.0	376933.0
p1k_00848	12858014.0	322734.0	561720.0	75051.0	2243042.0	830845.0	509021.0
p1k_00849	10231796.0	83730.0	476615.0	73152.0	2465147.0	766419.0	334412.0
p1k_00850	6990880.0	17628.0	252233.0	84501.0	972684.0	612688.0	314343.0
p1k_00851	7551114.0	22368.0	299132.0	94484.0	1049177.0	649313.0	327134.0
p1k_00852	6825444.0	322768.0	214805.0	74240.0	1083453.0	529368.0	295594.0
p1k_00853	6526543.0	1411767.0	222528.0	60124.0	1179874.0	528078.0	243730.0
p1k_00854	11133799.0	67653.0	679903.0	42298.0	1673038.0	742338.0	530888.0
p1k_00855	6682553.0	33621.0	459673.0	599611.0	1515735.0	648059.0	464843.0
p1k_00856	6264478.0	18075.0	265881.0	73124.0	882383.0	504994.0	274379.0
p1k_00857	86503692.0	803389.0	4496955.0	562446.0	17708152.0	7550320.0	2864432.0
p1k_00858	5834335.0	32486.0	301068.0	23465.0	1190988.0	529577.0	219853.0
p1k_00859	6227095.0	55444.0	371730.0	43420.0	1353727.0	590788.0	227242.0
p1k_00860	10026484.0	95260.0	843629.0	58570.0	1171569.0	662258.0	470324.0
p1k_00861	9157830.0	92345.0	293624.0	85392.0	1330270.0	550387.0	459230.0
p1k_00862	5404952.0	764103.0	435280.0	431596.0	1511067.0	488865.0	385022.0
p1k_00863	6438947.0	1061586.0	426384.0	517844.0	1535083.0	554867.0	409218.0
p1k_00864	6965912.0	88053.0	249301.0	63967.0	961704.0	440919.0	364264.0
p1k_00865	6136670.0	2109461.0	238943.0	87857.0	814834.0	359907.0	334125.0
p1k_00866	9113589.0	42260.0	371021.0	29989.0	1339346.0	703404.0	359524.0
p1k_00867	9578649.0	103003.0	472534.0	72256.0	1150228.0	689812.0	482624.0
p1k_00868	4831250.0	97509.0	375991.0	403677.0	967409.0	430883.0	354755.0
p1k_00869	4957017.0	300553.0	278227.0	358285.0	1217337.0	490887.0	327374.0
p1k_00870	5639649.0	208345.0	318825.0	217889.0	1232795.0	422926.0	368164.0
p1k_00871	2956807.0	214193.0	189537.0	248526.0	637240.0	238876.0	215113.0
p1k_00872	14050012.0	337904.0	924028.0	138036.0	3039715.0	940381.0	623792.0
p1k_00873	7177687.0	394514.0	208261.0	67733.0	1804304.0	491912.0	297931.0
p1k_00874	6543242.0	38545.0	355807.0	28994.0	1109251.0	630480.0	235471.0
p1k_00875	6850468.0	30024.0	314445.0	69227.0	1100294.0	688196.0	279468.0
p1k_00876	5171872.0	504766.0	275067.0	85988.0	1019088.0	463203.0	230744.0
p1k_00877	53549255.0	3413822.0	3315402.0	678889.0	11212678.0	4452800.0	2467719.0
p1k_00878	9246118.0	224488.0	277844.0	104046.0	1488391.0	538580.0	492975.0
p1k_00879	14616093.0	122529.0	864367.0	130090.0	2207117.0	961260.0	708391.0
p1k_00880	7847135.0	660305.0	947283.0	30108.0	1338537.0	551111.0	359413.0
p1k_00881	7245494.0	451744.0	275381.0	47190.0	1383906.0	467363.0	334675.0
p1k_00882	10252637.0	230277.0	264004.0	190875.0	694481.0	603611.0	510380.0
p1k_00883	10597499.0	577579.0	293040.0	230773.0	701258.0	624725.0	531047.0
p1k_00884	10455193.0	5698.0	313457.0	186803.0	709427.0	601705.0	524232.0
p1k_00885	9706366.0	5480.0	272280.0	192318.0	619745.0	755232.0	342172.0
p1k_00886	726829.0	10586.0	10993290.0	110259.0	268022.0	41142.0	38437.0
p1k_00887	820004.0	31015.0	11676995.0	116875.0	283109.0	44183.0	42840.0
p1k_00888	781404.0	11586.0	11390353.0	125731.0	234302.0	42080.0	42467.0
p1k_00889	1062648.0	15882.0	14950419.0	159604.0	302799.0	55688.0	57846.0
p1k_00890	7346307.0	47392.0	320780.0	316294.0	1412948.0	311134.0	365250.0
p1k_00891	6080459.0	54400.0	335876.0	288033.0	1419955.0	241106.0	303451.0
p1k_00892	3691917.0	31835.0	206884.0	228008.0	437335.0	209668.0	198937.0
p1k_00893	4697274.0	29605.0	274014.0	302299.0	701540.0	254830.0	258329.0
p1k_00894	3779693.0	19767.0	294348.0	182167.0	477525.0	195916.0	174416.0
p1k_00895	4259641.0	32840.0	297405.0	252418.0	520367.0	237871.0	204161.0
p1k_00896	4285706.0	17960.0	376774.0	619401.0	514221.0	210373.0	304279.0
p1k_00897	4397574.0	19027.0	284972.0	315833.0	661703.0	218294.0	254100.0
p1k_00898	4301690.0	22484.0	279143.0	395644.0	500498.0	225277.0	304451.0
p1k_00899	4609791.0	18802.0	264814.0	423847.0	497597.0	246160.0	331032.0
p1k_00900	3962809.0	46148.0	240898.0	161517.0	941843.0	151604.0	200196.0
p1k_00901	2935411.0	63728.0	384607.0	89133.0	1046764.0	130398.0	137358.0
p1k_00902	3950757.0	19056.0	222703.0	232674.0	632290.0	197906.0	224818.0
p1k_00903	4311578.0	15497.0	257824.0	257956.0	657818.0	217531.0	246915.0
p1k_00904	4119069.0	19770.0	197822.0	299202.0	519996.0	193310.0	245747.0
p1k_00905	6003944.0	34163.0	325975.0	395515.0	874824.0	275176.0	336181.0
p1k_00906	7207025.0	73812.0	398659.0	60125.0	1256240.0	432030.0	250588.0
p1k_00907	8136679.0	150803.0	463075.0	98863.0	1547983.0	495195.0	309646.0
p1k_00908	7050590.0	91291.0	488216.0	115617.0	1275971.0	406226.0	229786.0
p1k_00909	5965535.0	71541.0	396651.0	90189.0	1172966.0	361431.0	207127.0
p1k_00910	6273708.0	2107.0	586029.0	329031.0	905418.0	344714.0	139003.0
p1k_00911	8544445.0	3433.0	805925.0	407987.0	1376590.0	479992.0	187885.0
p1k_00912	6212693.0	257481.0	386189.0	281431.0	950360.0	363793.0	298356.0
p1k_00913	6681107.0	136031.0	405161.0	220828.0	1176813.0	377539.0	290106.0
p1k_00914	6797200.0	131735.0	373825.0	56170.0	1151962.0	450592.0	223949.0
p1k_00915	6343582.0	56625.0	315246.0	116177.0	1376152.0	396318.0	217112.0
p1k_00916	5990201.0	230536.0	305178.0	120575.0	1035359.0	349317.0	230104.0
p1k_00917	7888817.0	76918.0	454909.0	136729.0	1736102.0	479133.0	264022.0
p1k_00918	6927798.0	196300.0	428456.0	94774.0	1563818.0	395399.0	240902.0
p1k_00919	5407544.0	327077.0	326200.0	90181.0	1156905.0	303384.0	208222.0
p1k_00920	7746686.0	2391.0	694818.0	317123.0	927317.0	408956.0	152225.0
p1k_00921	4531604.0	1535.0	444626.0	233015.0	700888.0	241899.0	98724.0
p1k_00922	11160099.0	325296.0	590165.0	698833.0	1465456.0	464643.0	562497.0
p1k_00923	12397900.0	265788.0	571966.0	756774.0	1906509.0	515637.0	654748.0
p1k_00924	10767692.0	1142566.0	596394.0	736499.0	1268579.0	459893.0	572634.0
p1k_00925	11878227.0	274598.0	549436.0	718899.0	1532577.0	483255.0	576571.0
p1k_00926	10938966.0	262083.0	551030.0	667142.0	1696517.0	456619.0	568114.0
p1k_00927	10917952.0	198724.0	476974.0	626246.0	1523010.0	449472.0	544962.0
p1k_00928	12854520.0	268708.0	652653.0	477936.0	2019427.0	456271.0	545046.0
p1k_00929	10168411.0	354509.0	435927.0	585511.0	1743564.0	395449.0	490435.0
p1k_00930	1030409.0	6537.0	163929.0	80439.0	348381.0	56003.0	20831.0
p1k_00931	826490.0	1764.0	126842.0	64421.0	222418.0	44727.0	16472.0
p1k_00932	3354245.0	1004495.0	555233.0	197064.0	430930.0	169315.0	70529.0
p1k_00933	3058634.0	2274.0	415809.0	167941.0	565116.0	156903.0	62618.0
p1k_00934	2796960.0	26471.0	194163.0	16595.0	378829.0	185342.0	3671.0
p1k_00935	3444636.0	71628.0	218027.0	7510.0	459309.0	227776.0	4330.0
p1k_00936	3039196.0	227434.0	179698.0	16102.0	513073.0	196107.0	3966.0
p1k_00937	6022164.0	194288.0	365015.0	32737.0	856343.0	408531.0	8564.0
p1k_00938	1154964.0	31581.0	88907.0	8042.0	245374.0	73727.0	1587.0
p1k_00939	1909209.0	36117.0	111347.0	9930.0	427868.0	121248.0	2584.0
p1k_00940	1009056.0	165396.0	202579.0	17023.0	303193.0	63414.0	1273.0
p1k_00941	611488.0	110793.0	166666.0	12712.0	166134.0	36664.0	815.0
p1k_00942	7929194.0	187069.0	1300883.0	15681.0	1507206.0	524160.0	8348.0
p1k_00943	2190022.0	250727.0	295956.0	14677.0	425721.0	137187.0	2889.0
p1k_00944	1910964.0	53106.0	183892.0	10570.0	401249.0	120071.0	2523.0
p1k_00945	2083070.0	113632.0	159108.0	9430.0	502121.0	122404.0	4347.0
p1k_00946	2612525.0	201765.0	316259.0	12665.0	484655.0	162951.0	4402.0
p1k_00947	4928879.0	189709.0	404962.0	27450.0	735413.0	317038.0	6807.0
p1k_00948	3187171.0	360690.0	780106.0	23000.0	583856.0	207146.0	4077.0
p1k_00949	3676417.0	1104382.0	316099.0	105293.0	492810.0	230351.0	3450.0
p1k_00950	7662765.0	209317.0	1278975.0	13278.0	977336.0	470272.0	7189.0
p1k_00951	2974163.0	21684.0	198101.0	6960.0	447559.0	180174.0	3269.0
p1k_00952	2033640.0	140272.0	90536.0	5471.0	365881.0	125568.0	3368.0
p1k_00953	5750513.0	182061.0	443546.0	18789.0	662008.0	349626.0	8913.0
p1k_00954	5712028.0	281464.0	910356.0	39151.0	827679.0	362847.0	6658.0
p1k_00955	5316019.0	276431.0	344994.0	36390.0	676896.0	332023.0	5072.0
